ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,groundnuts,maize,millet,rice,sorghum,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2022-05-01,2022,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,500.0,,,642.82,659.44,618.84,618.84,-0.27,7.5,881.74,903.99,853.79,853.79,-9.3,7.3,429.84,445.63,414.05,433.8,8.63,7.3,492.0,515.91,468.09,500.0,25.27,7.6,482.12,492.84,471.4,486.89,11.71,8.2,370.31,398.24,315.56,315.56,-21.24,7.6,1.63,1.66,1.58,1.58,0.38,7.8,2022-05
MLI,Mali,Kidal,Kidal,Adjelhoc,18.44,1.41,gid_18440000014100000,2019-06-01,2019,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,250.0,,,425.39,467.58,414.73,467.58,-3.44,7.5,667.85,733.32,656.43,733.32,6.68,7.3,204.32,211.39,197.25,198.97,-9.4,7.3,370.56,383.63,360.22,383.63,5.06,7.6,395.39,404.48,386.3,398.6,0.87,8.2,245.37,260.88,237.22,260.88,4.8,7.6,1.15,1.21,1.12,1.21,1.77,7.8,2019-06
MLI,Mali,Kidal,Kidal,Adjelhoc,18.44,1.41,gid_18440000014100000,2021-03-01,2021,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,1000.0,,,,617.88,639.25,596.51,619.72,9.89,7.5,781.46,812.68,764.58,812.68,7.31,7.3,411.82,430.15,393.49,405.5,-10.22,7.3,425.53,448.88,402.19,440.53,-4.46,7.8,425.71,438.99,412.43,433.99,21.52,8.0,371.7,401.63,344.63,401.63,74.43,7.6,1.51,1.55,1.47,1.54,10.37,7.8,2021-03
MLI,Mali,Kidal,Kidal,Adjelhoc,18.44,1.41,gid_18440000014100000,2022-06-01,2022,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,600.0,,,610.36,638.73,593.53,638.73,4.16,7.5,850.79,865.41,836.18,839.32,-6.77,7.3,430.74,446.29,415.2,434.4,9.75,7.3,486.61,559.17,468.09,559.17,38.98,7.6,492.01,502.42,480.76,480.76,11.45,8.2,318.07,346.59,290.3,346.59,-11.21,7.6,1.57,1.63,1.54,1.63,5.28,7.8,2022-06
MLI,Mali,Kidal,Kidal,Adjelhoc,18.44,1.41,gid_18440000014100000,2022-07-01,2022,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,600.0,,,638.88,656.95,620.82,640.39,2.36,7.5,828.45,844.74,812.15,836.05,-3.78,7.3,434.06,449.09,363.47,363.47,-9.16,7.4,550.65,600.0,511.66,600.0,38.79,7.7,475.76,514.26,465.1,514.26,18.55,8.4,343.81,372.64,314.97,356.84,-10.74,7.6,1.63,1.66,1.59,1.63,4.76,7.9,2022-07
MLI,Mali,Gao,Menaka,Agazrahane,15.91,2.4,gid_15910000024000000,2020-07-01,2020,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1105.0,,350.0,,,568.94,582.88,554.99,580.51,6.56,7.5,1049.88,1105.0,1020.35,1105.0,51.46,7.3,214.02,217.79,210.26,215.5,-0.61,7.6,358.87,372.0,345.75,350.0,16.47,7.7,410.63,422.4,398.86,421.07,4.09,8.2,218.29,228.5,208.09,228.03,-10.5,7.6,1.4,1.43,1.38,1.43,18.33,7.9,2020-07
MLI,Mali,Gao,Menaka,Agazrahane,15.91,2.4,gid_15910000024000000,2021-02-01,2021,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,610.0,1500.0,,,,,499.83,512.67,486.99,508.99,4.97,7.7,970.06,1009.27,930.86,979.49,39.34,7.4,222.07,232.99,218.37,232.99,4.62,8.0,317.46,369.67,306.41,369.67,2.97,7.7,417.94,426.53,409.35,412.43,13.87,8.3,254.08,263.65,235.5,235.5,7.71,7.7,1.33,1.36,1.3,1.35,16.54,8.0,2021-02
MLI,Mali,Gao,Menaka,Agazrahane,15.91,2.4,gid_15910000024000000,2021-04-01,2021,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,445.0,,,519.43,532.37,506.49,530.93,-5.72,7.7,951.5,984.41,918.6,927.61,11.71,7.5,234.16,252.1,230.17,252.1,13.74,8.0,391.3,440.2,376.61,440.2,21.4,7.8,431.4,482.73,422.67,482.73,26.72,8.5,214.8,226.25,203.35,223.26,-4.4,7.8,1.35,1.41,1.32,1.41,10.21,8.1,2021-04
MLI,Mali,Gao,Menaka,Agazrahane,15.91,2.4,gid_15910000024000000,2021-05-01,2021,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,350.0,,,535.41,548.77,502.73,502.73,-10.29,7.7,921.59,951.69,891.5,921.67,4.32,7.5,255.02,259.69,236.2,236.2,4.06,8.1,452.09,470.22,399.96,399.96,7.53,7.8,500.16,516.07,458.05,458.05,19.94,8.7,224.44,234.03,212.41,212.41,-10.38,7.8,1.43,1.46,1.35,1.35,2.6,8.1,2021-05
MLI,Mali,Gao,Menaka,Agazrahane,15.91,2.4,gid_15910000024000000,2023-01-01,2023,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,450.0,,,660.32,676.43,644.2,648.13,14.01,7.5,837.73,860.35,815.12,850.83,3.18,7.3,377.86,386.48,367.28,367.28,16.11,7.3,440.93,458.8,423.07,450.0,13.65,7.6,422.7,440.8,407.6,440.8,-1.06,8.2,418.83,452.53,385.12,390.83,45.09,7.6,1.55,1.58,1.52,1.55,11.62,7.8,2023-01
MLI,Mali,Gao,Menaka,Agazrahane,15.91,2.4,gid_15910000024000000,2023-09-01,2023,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,500.0,,,669.49,704.63,654.34,704.63,4.05,7.5,913.1,964.03,897.91,964.03,1.97,7.3,368.4,376.33,360.47,371.32,0.11,7.4,423.26,486.51,406.64,486.51,2.22,7.7,540.35,608.0,524.05,608.0,17.37,8.4,377.1,389.87,364.34,364.78,-6.55,7.6,1.62,1.73,1.59,1.73,3.59,7.9,2023-09
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2021-11-01,2021,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,750.0,,200.0,400.0,,475.73,502.47,448.99,471.96,-15.71,7.5,635.4,750.0,613.18,750.0,12.53,7.4,201.22,209.54,190.99,190.99,-17.14,7.7,235.64,242.59,200.0,200.0,-24.17,7.7,379.98,400.0,368.41,400.0,18.41,8.2,245.14,249.98,227.57,227.57,-18.62,7.8,1.08,1.11,1.06,1.11,-4.17,7.9,2021-11
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2021-12-01,2021,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,300.0,,,472.48,508.63,453.31,508.63,-9.51,7.6,778.45,809.57,747.33,750.0,7.49,7.4,189.3,240.65,181.82,240.65,1.5,7.7,193.62,237.75,177.05,237.75,-7.53,7.7,400.41,412.42,388.4,409.88,17.88,8.5,222.77,242.92,215.78,242.92,-10.01,7.9,1.12,1.18,1.1,1.18,0.76,8.0,2021-12
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-02-01,2022,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,295.0,,,585.08,613.11,553.91,553.91,8.36,7.6,740.06,769.33,710.8,750.0,28.04,7.5,245.24,259.02,231.47,254.57,4.82,7.8,287.33,316.52,258.14,295.0,19.05,7.8,388.57,400.7,376.44,382.92,21.3,8.7,292.55,308.65,276.45,301.1,22.0,7.9,1.25,1.28,1.23,1.25,18.02,8.1,2022-02
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-03-01,2022,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,750.0,,,,,550.22,574.78,525.66,574.35,18.7,7.6,754.43,782.38,726.48,750.0,32.17,7.5,256.25,267.74,244.75,263.73,7.54,8.1,302.73,332.75,280.03,332.75,31.69,7.8,380.78,392.68,368.87,383.01,18.69,8.7,305.56,331.09,291.27,331.09,29.02,8.0,1.26,1.3,1.23,1.3,23.79,8.1,2022-03
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-04-01,2022,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000.0,,400.0,375.0,,583.8,606.61,561.84,606.61,26.24,7.7,757.27,784.04,730.5,748.12,3.65,7.6,265.05,274.84,255.25,259.67,6.52,8.5,346.52,400.0,320.89,400.0,82.15,8.0,384.08,396.17,371.98,375.0,6.59,9.0,341.13,358.43,323.83,345.83,35.54,8.2,1.32,1.35,1.29,1.35,20.36,8.3,2022-04
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-08-01,2022,8,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000.0,,,450.0,,676.87,695.78,657.96,672.88,26.69,7.8,850.13,979.04,818.96,979.04,39.76,7.7,373.25,393.09,353.42,375.86,68.36,8.7,407.48,437.07,377.9,430.58,82.06,8.0,429.51,450.0,415.86,450.0,22.99,9.0,448.39,466.98,429.8,430.06,72.11,8.5,1.57,1.65,1.53,1.65,44.7,8.4,2022-08
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-09-01,2022,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1200.0,,460.0,500.0,,675.13,689.93,660.33,684.15,43.83,7.8,988.78,1127.95,948.85,1127.95,64.44,7.8,376.32,391.47,361.18,376.41,90.47,9.0,439.28,465.22,413.33,441.89,83.62,8.2,447.33,471.29,433.12,471.29,26.16,9.2,429.88,447.07,412.7,429.87,72.38,8.7,1.69,1.74,1.65,1.74,58.88,8.6,2022-09
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-10-01,2022,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1200.0,,480.0,500.0,,689.9,702.94,676.85,687.71,45.21,7.9,1118.32,1200.0,1067.91,1200.0,87.8,7.9,376.42,388.44,364.41,383.13,91.43,9.2,447.16,466.9,427.43,457.27,94.16,8.3,466.91,500.0,452.19,500.0,31.25,9.4,433.1,448.05,418.15,419.44,70.44,9.0,1.77,1.81,1.72,1.8,67.68,8.7,2022-10
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-11-01,2022,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1225.0,,,,,690.36,701.62,663.5,663.5,40.58,7.9,1181.76,1235.67,1127.85,1200.0,60.0,7.8,384.31,394.95,373.67,392.82,105.67,9.2,464.09,480.71,412.98,412.98,106.49,8.2,494.76,509.88,464.05,464.05,16.01,9.3,418.34,432.13,388.82,388.82,70.86,8.8,1.82,1.86,1.74,1.74,57.2,8.6,2022-11
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2022-12-01,2022,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,400.0,,,656.77,672.42,641.13,642.14,26.25,7.9,1190.76,1242.44,1139.09,1199.23,59.9,7.8,394.31,404.55,383.84,383.84,59.5,9.2,405.75,432.68,378.81,400.0,68.24,8.2,446.58,460.3,432.86,442.64,7.99,9.3,382.63,397.4,365.08,365.08,50.29,8.8,1.71,1.75,1.66,1.69,43.65,8.6,2022-12
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2023-01-01,2023,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1225.0,,400.0,425.0,,637.09,650.96,623.23,635.89,12.86,8.0,1207.76,1257.18,1158.34,1225.0,62.65,7.9,382.07,392.02,370.32,370.32,50.76,9.4,398.79,418.16,379.43,400.0,45.07,8.3,439.45,452.75,425.0,425.0,7.46,9.5,360.48,373.45,347.5,367.79,30.42,9.0,1.7,1.74,1.66,1.69,36.12,8.8,2023-01
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2023-02-01,2023,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1200.0,,400.0,423.33,,635.86,647.17,620.51,620.51,12.02,8.0,1235.14,1283.56,1186.73,1200.0,60.0,8.0,368.38,378.23,358.53,359.31,41.14,9.6,400.9,415.61,386.19,400.0,35.59,8.4,422.47,435.31,409.63,423.33,10.55,9.5,369.13,380.82,338.77,338.77,12.51,9.2,1.69,1.72,1.65,1.65,31.7,8.9,2023-02
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2023-03-01,2023,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,400.0,450.0,,616.86,628.82,604.9,625.36,8.88,8.0,1187.1,1232.95,1013.03,1013.03,35.07,8.0,357.8,367.08,348.53,351.56,33.3,9.4,401.25,413.01,389.5,400.0,20.21,8.5,426.41,441.32,413.41,441.32,15.22,9.6,330.69,344.43,316.94,329.98,-0.33,9.4,1.64,1.67,1.56,1.56,19.97,8.9,2023-03
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2023-04-01,2023,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,400.0,500.0,,629.13,640.16,618.1,639.07,5.35,8.0,988.56,1031.52,814.35,814.35,8.85,8.0,350.51,359.07,341.96,347.63,33.88,9.3,401.41,411.42,391.41,400.0,0.0,8.4,446.33,460.07,432.72,460.07,22.69,9.6,328.37,354.16,317.37,354.16,2.41,9.3,1.53,1.57,1.49,1.49,10.24,8.9,2023-04
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2023-05-01,2023,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1300.0,,425.0,,,645.46,656.46,634.47,645.62,5.99,8.1,816.57,853.02,780.11,818.62,6.15,8.1,347.15,355.02,339.27,347.74,19.49,9.5,401.55,425.0,392.52,425.0,8.22,8.5,461.38,479.62,447.11,479.62,22.2,9.8,360.61,375.11,346.11,352.8,-5.49,9.4,1.48,1.51,1.45,1.51,8.47,8.9,2023-05
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2023-06-01,2023,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000.0,,450.0,500.0,,649.18,659.03,639.33,650.69,-0.2,8.1,846.88,881.93,811.83,831.02,10.18,8.2,347.85,355.32,338.42,338.42,-8.1,9.6,433.28,450.0,417.46,450.0,3.7,8.6,479.49,500.0,464.59,500.0,21.72,9.9,350.77,363.02,338.52,348.76,-14.57,9.5,1.53,1.56,1.5,1.54,3.02,9.0,2023-06
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2023-07-01,2023,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000.0,,,500.0,,653.97,663.25,644.69,650.54,-2.91,8.2,832.6,866.77,798.43,841.16,1.18,8.2,336.84,344.9,328.78,342.75,-8.31,9.8,458.76,474.99,410.64,410.64,0.23,8.7,497.74,513.24,482.24,500.0,16.29,9.9,347.98,358.84,337.13,355.83,-18.77,9.7,1.55,1.58,1.52,1.53,-1.65,9.1,2023-07
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2024-05-01,2024,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,840.0,,325.0,,,577.38,586.01,568.75,575.77,-10.82,7.6,832.8,865.2,800.41,840.0,2.61,7.5,352.51,365.07,339.95,348.75,0.29,8.4,323.68,334.33,313.03,325.0,-23.53,7.9,427.08,440.16,414.0,414.1,-13.66,8.6,275.74,283.48,268.32,283.48,-19.65,8.2,1.37,1.4,1.35,1.37,-9.2,8.2,2024-05
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2024-09-01,2024,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,850.0,,412.5,515.0,,644.71,687.18,620.82,687.18,15.3,7.6,847.12,874.86,819.39,850.0,-10.85,7.5,405.91,442.82,379.91,442.82,42.08,8.0,397.67,413.27,382.06,412.5,-3.09,7.8,436.27,460.86,422.27,460.86,-7.78,8.5,329.99,372.75,311.5,372.75,17.83,7.9,1.52,1.59,1.49,1.59,3.97,8.1,2024-09
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2024-10-01,2024,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,850.0,,,,,711.48,740.78,682.18,684.89,12.36,7.6,852.05,878.7,825.39,850.0,-5.82,7.5,449.83,477.53,422.12,453.55,37.24,8.4,421.71,466.44,406.34,466.44,15.26,7.8,468.68,487.57,454.02,487.57,-1.09,8.5,386.43,409.03,349.78,349.78,20.0,8.0,1.63,1.67,1.59,1.62,8.6,8.1,2024-10
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2024-12-01,2024,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,500.0,,679.6,697.95,661.24,692.59,18.81,7.6,898.49,925.48,868.58,868.58,10.57,7.5,420.61,449.94,401.49,449.94,30.33,8.4,441.08,470.61,411.55,447.78,24.26,7.9,502.36,518.49,486.22,500.0,12.3,8.6,371.43,392.26,350.59,372.83,34.07,8.2,1.64,1.67,1.61,1.64,19.1,8.2,2024-12
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3.0,gid_167600000-30000000,2025-04-01,2025,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000.0,,393.5,485.0,,687.5,709.36,665.63,669.95,16.79,7.7,842.73,1000.0,820.6,1000.0,19.91,7.7,365.53,382.6,345.19,345.19,-1.03,8.7,378.63,398.21,359.05,393.5,21.12,8.0,486.73,503.24,470.22,485.0,15.79,8.8,452.7,478.8,386.42,386.42,38.67,8.5,1.58,1.62,1.54,1.62,18.04,8.4,2025-04
MLI,Mali,Kidal,Kidal,Amachach,18.44,1.41,gid_18440000114100001,2022-01-01,2022,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,600.0,,,623.33,639.13,607.54,630.94,12.38,7.5,856.36,868.55,844.17,852.35,12.34,7.3,450.75,468.74,432.76,453.66,47.34,7.3,451.49,475.42,427.57,456.81,0.2,7.6,474.46,488.3,460.63,476.92,19.72,8.2,319.59,341.12,302.73,341.12,4.16,7.6,1.59,1.62,1.55,1.58,14.31,7.8,2022-01
MLI,Mali,Gao,Menaka,Anderamboukane,15.42,3.02,gid_15420000030200000,2017-04-01,2017,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,430.0,,,,,,418.4,430.0,410.11,430.0,-5.08,7.6,710.87,730.97,699.03,730.97,3.21,7.3,189.46,197.56,182.5,197.56,-0.76,7.3,270.21,285.3,259.87,285.3,38.77,7.6,397.58,405.52,391.49,405.52,5.0,8.0,185.43,210.68,173.18,210.68,5.46,7.6,1.07,1.11,1.05,1.11,5.02,7.8,2017-04
