ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,oil,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-04-01,2017,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,9000.0,23000.0,,13666.0,7978.66,8377.46,7579.86,7948.04,39.71,8.2,43522.79,44288.57,42996.31,44288.57,10.15,7.5,14228.18,14636.09,13820.27,13950.85,3.91,7.6,10468.45,11496.14,9909.14,11496.14,84.26,8.2,0.9,0.92,0.89,0.92,18.49,7.9,2017-04
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-05-01,2017,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,11800.0,23000.0,,13333.0,8128.49,8513.0,7743.99,8167.77,21.91,8.4,44278.09,44855.92,43700.26,44064.65,11.36,7.8,14016.36,14393.71,13639.0,13865.35,2.63,8.2,11600.65,12298.79,10902.5,11221.81,80.52,8.7,0.93,0.94,0.91,0.91,17.16,8.3,2017-05
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-06-01,2017,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,24000.0,13000.0,16133.0,8304.01,8680.18,7927.83,8493.22,23.27,8.8,43992.33,44514.29,42479.44,42479.44,7.68,8.4,13810.06,14160.13,13460.0,13891.31,1.76,8.4,11348.8,11959.66,9638.89,9638.89,55.14,9.1,0.91,0.93,0.88,0.88,12.53,8.7,2017-06
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-07-01,2017,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,11000.0,,,16000.0,8654.77,9028.36,7413.2,7413.2,22.39,8.9,42280.35,44170.59,41547.52,44170.59,7.7,8.6,13841.05,14758.42,13512.1,14758.42,4.32,8.8,9415.94,10382.96,8690.44,10382.96,52.54,9.2,0.87,0.91,0.85,0.91,12.8,8.9,2017-07
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-08-01,2017,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,11211.0,24500.0,12000.0,,7189.28,7607.22,6771.34,7287.66,16.15,9.2,44022.62,45014.87,43030.38,44153.9,7.02,9.0,14892.89,15337.41,14448.38,14736.5,4.2,9.2,10114.97,10895.56,9334.37,10347.38,45.21,9.4,0.91,0.93,0.88,0.9,11.23,9.2,2017-08
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-09-01,2017,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,10000.0,20000.0,13333.0,23000.0,7142.13,7499.56,6784.7,7165.02,19.56,9.3,44352.65,45145.12,43560.18,43928.02,7.15,9.2,14915.62,15323.34,14464.36,14464.36,9.43,9.5,10341.34,11016.34,9666.33,10239.11,44.19,9.6,0.92,0.93,0.9,0.9,12.61,9.4,2017-09
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-10-01,2017,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,27000.0,,13300.0,20000.0,7091.99,7435.91,6748.07,7100.51,22.2,9.4,44124.29,44796.69,43451.89,43758.4,7.6,9.3,14411.43,14804.51,14018.35,14407.9,16.96,9.7,10234.27,10815.09,9653.46,10147.21,42.89,9.7,0.89,0.91,0.87,0.89,14.44,9.6,2017-10
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-11-01,2017,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,25000.0,24000.0,13300.0,20000.0,7036.85,7356.21,6557.22,6557.22,5.95,9.6,43363.62,43954.77,42772.48,43774.1,4.61,9.6,14280.14,14642.23,13918.05,14272.06,10.17,9.9,10063.97,10569.94,9557.99,10008.34,24.19,9.9,0.88,0.89,0.86,0.88,8.06,9.8,2017-11
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2017-12-01,2017,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,18000.0,6397.41,6700.81,6094.01,6377.98,-3.28,9.6,43606.06,44154.21,43057.91,43090.44,1.35,9.7,14247.92,14583.64,13912.21,14385.71,8.08,9.9,9920.36,10364.29,9266.14,9266.14,2.23,9.9,0.88,0.9,0.86,0.86,2.29,9.8,2017-12
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-01-01,2018,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,19700.0,14300.0,,6245.53,6517.57,5973.49,6258.64,-7.74,9.7,43219.24,45512.91,42690.96,45512.91,4.56,9.8,14415.23,14793.07,14092.06,14793.07,9.5,10.0,9098.52,10939.45,8662.02,10939.45,8.04,10.0,0.86,0.92,0.85,0.92,4.81,9.9,2018-01
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-02-01,2018,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,9800.0,19500.0,,,6187.47,6442.99,5931.95,6293.48,-12.02,9.8,45666.65,46735.86,43536.76,43536.76,-1.03,9.8,14874.07,15212.88,14535.27,14795.99,8.27,10.0,11012.53,11959.98,9293.64,9293.64,-12.22,10.0,0.92,0.95,0.87,0.87,-1.96,9.9,2018-02
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-03-01,2018,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,5800.0,19600.0,,5500.0,6262.8,6540.07,6018.6,6540.07,-15.28,9.9,43473.36,44811.24,42341.32,44811.24,2.96,9.9,14868.79,15192.11,14545.46,14887.04,4.93,10.0,9354.74,10682.8,8470.1,10682.8,3.08,10.0,0.87,0.91,0.85,0.91,1.49,10.0,2018-03
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-04-01,2018,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,6000.0,19600.0,10000.0,5350.0,6616.78,6868.46,6365.11,6454.35,-18.79,9.9,44806.84,45864.54,43657.94,43657.94,-1.42,10.0,14882.7,15195.2,14570.2,14747.82,5.71,10.0,10702.19,11745.34,9513.48,9513.48,-17.25,10.0,0.91,0.94,0.88,0.88,-4.26,10.0,2018-04
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-05-01,2018,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,6160.0,,14000.0,,6454.0,6689.42,6218.59,6369.56,-22.02,9.9,43403.37,44327.97,42478.77,44295.01,0.52,10.0,14715.63,15018.28,14412.97,14967.59,7.95,10.0,9510.45,10397.89,8623.01,9974.41,-11.12,10.0,0.87,0.89,0.85,0.89,-2.22,10.0,2018-05
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-06-01,2018,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,20000.0,,,6345.81,6567.0,6120.72,6120.72,-27.93,9.9,44362.1,45193.91,43530.29,43750.67,2.99,10.0,14970.43,15282.07,14661.36,15282.07,10.01,10.0,9906.73,10721.1,8914.83,8914.83,-7.51,10.0,0.9,0.92,0.88,0.88,-0.58,10.0,2018-06
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-07-01,2018,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,20700.0,14000.0,5200.0,6038.04,6246.87,5829.22,5994.8,-19.13,9.9,43691.17,44404.5,42977.85,43625.34,-1.23,10.0,15365.46,15687.26,15043.66,15253.59,3.36,10.0,8761.25,9470.43,8052.06,8997.12,-13.35,10.0,0.87,0.89,0.85,0.87,-3.72,10.0,2018-07
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-08-01,2018,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,5200.0,5923.88,6115.59,5526.03,5526.03,-24.17,9.9,43507.81,44108.77,42906.86,43538.82,-1.39,10.0,15314.69,15627.49,14073.29,14073.29,-4.5,10.0,8824.55,9445.19,8203.9,9091.27,-12.14,10.0,0.87,0.88,0.85,0.85,-5.61,10.0,2018-08
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2018-09-01,2018,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,8000.0,20700.0,15000.0,5200.0,5372.6,5565.98,5041.84,5041.84,-29.63,9.9,43426.61,43955.65,41193.14,41193.14,-6.23,10.0,13913.71,14362.07,13167.19,13167.19,-8.97,10.0,9028.89,9580.68,7013.19,7013.19,-31.51,10.0,0.85,0.86,0.78,0.78,-12.38,10.0,2018-09
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2017-04-01,2017,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,14900.0,,7635.3,7963.62,7404.18,7963.62,21.04,8.0,43325.97,43723.5,43028.89,43723.5,11.21,7.7,15000.67,15498.75,14502.59,14600.72,10.2,7.2,8604.39,9221.13,8312.06,9221.13,69.89,7.8,0.88,0.89,0.87,0.89,16.94,7.7,2017-04
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2017-05-01,2017,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,36250.0,,13500.0,8237.17,8489.96,7984.37,8040.51,13.8,8.3,43971.88,44286.73,43650.08,43650.08,11.95,8.3,14749.53,15153.4,14345.65,14498.71,9.58,7.5,9674.67,10077.21,9262.18,9262.18,68.92,8.4,0.91,0.92,0.89,0.89,16.49,8.1,2017-05
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2017-06-01,2017,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,37200.0,16000.0,12222.0,8180.51,8429.42,7926.63,7926.63,14.53,8.7,43687.75,44000.13,43115.21,43115.21,10.03,8.8,14325.65,14639.98,14011.32,14315.53,6.42,7.9,9417.57,9740.89,8844.54,8844.54,60.64,8.9,0.89,0.91,0.88,0.88,14.04,8.5,2017-06
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2017-07-01,2017,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,24100.0,38200.0,16100.0,11000.0,7926.33,8169.57,7683.09,7871.52,14.78,9.0,42834.38,43179.56,42489.2,42824.33,6.95,9.2,14169.26,14467.19,13933.53,14467.19,0.98,8.5,8709.04,9066.93,8351.15,8547.07,50.14,9.3,0.87,0.88,0.86,0.87,10.15,9.0,2017-07
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2017-08-01,2017,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,16200.0,10266.0,7819.19,8051.34,7587.04,7965.84,14.86,9.2,42568.03,42879.45,42256.62,42536.5,5.22,9.5,14585.73,14858.88,14312.59,14428.62,-0.06,8.8,8367.08,8632.22,8101.93,8342.29,40.23,9.4,0.87,0.88,0.85,0.87,8.16,9.1,2017-08
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2017-09-01,2017,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,10266.0,7981.23,8210.61,7751.85,7793.52,17.72,9.3,42352.92,42640.86,42064.99,42221.2,4.43,9.7,14480.49,14719.69,14241.29,14340.24,3.19,8.9,8195.34,8459.08,7931.6,8003.09,32.84,9.4,0.86,0.87,0.85,0.86,8.04,9.2,2017-09
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2023-07-01,2023,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,28000.0,,,56000.0,10654.59,11112.59,10196.59,10903.64,0.9,8.0,46715.64,47649.25,46307.01,47649.25,-3.01,7.3,15705.77,17711.23,14706.08,17711.23,-19.04,7.5,14314.2,14756.06,13872.34,14530.08,0.67,7.8,1.03,1.07,1.02,1.07,-5.66,7.7,2023-07
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2023-08-01,2023,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,28000.0,56000.0,34729.03,,10871.61,11387.68,10436.3,11387.68,14.54,8.3,48088.65,48579.29,47598.02,48377.13,-2.63,7.7,19216.29,20663.99,17768.59,19625.62,-11.67,8.1,14660.82,15129.3,14192.34,14638.29,1.01,8.4,1.1,1.11,1.08,1.11,-2.4,8.2,2023-08
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2023-09-01,2023,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,28000.0,56000.0,,56000.0,11563.91,12010.69,11117.14,11195.73,12.74,8.7,48848.36,49290.7,48159.36,48159.36,-3.51,8.3,21068.61,22047.43,20083.04,20083.04,-9.71,8.6,14698.5,15158.53,13906.35,13906.35,-5.97,8.9,1.14,1.16,1.1,1.1,-3.65,8.7,2023-09
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2023-10-01,2023,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,56000.0,,56000.0,11237.19,11659.28,10815.11,11235.47,21.18,8.9,48166.93,48619.0,47714.86,48146.57,-3.76,8.7,20127.02,20980.73,19273.3,20184.04,-9.64,8.8,13618.3,14158.89,13077.71,13782.17,-5.14,9.2,1.1,1.12,1.08,1.1,-2.93,8.9,2023-10
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2023-11-01,2023,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,28000.0,,35622.22,56000.0,11238.52,11637.42,10839.62,11405.7,29.49,9.1,48040.92,48438.33,47643.51,47908.76,-4.5,8.9,19890.37,20428.55,19352.19,20157.1,-9.8,9.2,13620.1,14043.87,13196.33,13481.58,-6.6,9.3,1.1,1.11,1.08,1.1,-2.92,9.1,2023-11
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2023-12-01,2023,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,30709.68,56000.0,11443.09,11828.54,10835.75,10835.75,27.34,9.2,47795.36,48430.94,47435.94,48430.94,-3.78,9.0,20205.18,20613.55,19796.81,20481.55,-7.33,9.2,13301.65,13796.85,12871.46,13796.85,-5.57,9.4,1.1,1.11,1.08,1.11,-2.11,9.2,2023-12
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-01-01,2024,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,54735.48,23664.52,56000.0,10694.17,11070.31,10318.03,10694.08,15.06,9.4,48557.39,48956.05,48158.74,48418.84,-2.44,9.4,20760.56,21125.12,20258.87,20258.87,-7.0,9.4,13888.14,14371.66,13404.62,13830.4,-2.64,9.6,1.11,1.12,1.1,1.1,-1.8,9.4,2024-01
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-02-01,2024,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,21000.0,56000.0,,56000.0,10555.3,13957.95,10203.37,13957.95,30.15,9.5,48506.22,48868.94,47073.74,47073.74,-3.62,9.6,20185.54,21083.59,19765.74,21083.59,0.31,9.7,13872.89,14302.24,12986.02,12986.02,-10.13,9.7,1.1,1.12,1.09,1.12,0.07,9.6,2024-02
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-03-01,2024,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,54193.55,,54193.55,14768.07,15592.16,13091.99,13091.99,12.93,9.6,46526.69,47096.41,45956.96,46799.11,-2.56,9.8,21394.1,22040.7,20747.5,21408.57,17.13,9.7,12617.72,13156.8,12078.63,12259.63,-17.38,9.9,1.13,1.15,1.11,1.11,0.89,9.7,2024-03
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-04-01,2024,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,28000.0,,,54466.67,13292.98,14104.01,12481.94,12494.49,9.65,9.7,46405.04,46893.43,45916.64,46256.9,-0.97,9.9,21768.35,22209.69,20593.6,20593.6,19.48,9.9,11833.8,12226.36,11441.25,11631.27,-14.37,9.9,1.1,1.12,1.08,1.08,2.31,9.8,2024-04
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-05-01,2024,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,54612.9,34301.61,54612.9,12297.66,13033.8,11561.51,11600.04,4.25,9.8,46031.49,46451.47,45387.62,45387.62,-2.21,10.0,20185.89,20929.14,18511.04,18511.04,23.39,9.9,11213.6,11588.22,10838.98,11326.3,-21.77,10.0,1.06,1.07,1.03,1.03,-0.23,9.9,2024-05
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-06-01,2024,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,32970.0,55233.33,11101.7,11758.73,10452.33,11758.73,8.56,9.9,44958.14,45379.9,44536.38,45251.5,-3.0,10.0,17354.78,18393.16,16368.0,18393.16,18.11,10.0,11066.33,11425.22,10707.44,11264.97,-21.34,10.0,1.0,1.02,0.98,1.02,-0.81,9.9,2024-06
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-07-01,2024,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,28000.0,53200.0,28000.0,56000.0,11659.47,12288.57,11030.38,12146.26,11.4,9.9,45045.43,45428.6,44662.26,44914.51,-5.74,10.0,18134.37,18985.23,17283.51,18598.27,5.01,10.0,11145.74,11510.14,10781.33,10877.43,-25.14,10.0,1.02,1.03,1.0,1.02,-4.69,10.0,2024-07
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-08-01,2024,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,28000.0,,12282.19,12895.31,10647.42,10647.42,-6.5,9.9,44798.7,46776.82,44454.76,46776.82,-3.31,10.0,19037.62,22691.82,18438.41,22691.82,15.62,10.0,10667.05,11025.56,10308.54,10899.42,-25.54,10.0,1.03,1.08,1.01,1.08,-3.2,10.0,2024-08
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-09-01,2024,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,28000.0,53200.0,28000.0,,10298.83,10909.95,9687.7,10187.15,-9.01,9.9,47463.55,48229.4,46555.95,46555.95,-3.33,10.0,24304.38,25833.12,22428.41,22428.41,11.68,9.9,10844.58,11199.62,10489.53,10618.9,-23.64,10.0,1.1,1.12,1.06,1.06,-3.81,10.0,2024-09
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-10-01,2024,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,25184.0,,24708.8,61600.0,9815.29,10354.76,8752.81,8752.81,-22.1,9.9,46891.07,47588.95,46193.19,46979.39,-2.42,10.0,22619.41,24033.72,21205.1,23585.95,16.85,10.0,10466.69,10812.38,10011.76,10011.76,-27.36,10.0,1.07,1.09,1.04,1.06,-4.3,10.0,2024-10
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-11-01,2024,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,21600.0,62100.0,20520.0,,8193.02,8761.93,7708.71,8761.93,-23.18,9.9,47023.02,47608.22,46437.82,47012.12,-1.87,10.0,23658.91,24730.15,22587.68,23893.45,18.54,10.0,9698.21,10060.31,9336.1,9955.43,-26.16,10.0,1.05,1.07,1.03,1.06,-3.58,10.0,2024-11
SOM,Somalia,Juba Hoose,Afmadow,Afmadow,0.51,42.07,gid_5100000420700000,2024-12-01,2024,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,62100.0,20520.0,,8552.04,9021.05,8083.02,8670.32,-19.98,9.9,47113.86,47608.39,46619.33,46895.61,-3.17,10.0,24224.07,24910.83,23537.3,23708.79,15.76,10.0,9833.75,10158.77,9508.72,9846.33,-28.63,10.0,1.06,1.08,1.04,1.05,-4.73,10.0,2024-12
