ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,cowpeas,groundnuts,maize,maize_meal,oil,rice,sugar,wheat_flour,o_cowpeas,h_cowpeas,l_cowpeas,c_cowpeas,inflation_cowpeas,trust_cowpeas,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_meal,h_maize_meal,l_maize_meal,c_maize_meal,inflation_maize_meal,trust_maize_meal,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sugar,h_sugar,l_sugar,c_sugar,inflation_sugar,trust_sugar,o_wheat_flour,h_wheat_flour,l_wheat_flour,c_wheat_flour,inflation_wheat_flour,trust_wheat_flour,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2021-02-01,2021,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,78.86,100.0,67.63,100.0,106.89,5.9,76.0,82.66,73.12,82.66,-30.08,6.8,24.82,27.51,22.12,24.4,-5.89,8.2,70.81,71.9,69.71,70.1,39.75,8.5,81.69,92.94,79.84,92.94,30.39,8.1,51.35,53.1,49.61,51.36,2.26,9.0,72.83,75.07,70.6,74.87,17.3,9.3,60.51,63.15,58.27,63.15,57.48,8.5,1.32,1.4,1.28,1.4,19.53,8.8,2021-02
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2021-04-01,2021,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,103.72,116.84,90.6,100.0,76.28,6.7,77.15,80.97,73.09,73.09,-29.02,7.0,20.93,23.03,18.56,18.56,-2.52,8.3,61.36,65.15,57.57,60.3,8.8,8.5,86.17,92.05,80.3,85.06,16.0,8.1,50.81,52.24,49.39,51.42,2.69,9.0,74.39,76.39,72.38,74.83,6.02,9.4,55.19,58.0,52.1,52.1,30.42,8.5,1.31,1.35,1.26,1.29,10.1,8.9,2021-04
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2021-05-01,2021,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,96.2,106.09,86.32,100.0,68.56,7.4,72.66,79.79,69.48,79.79,-25.68,7.1,18.42,20.21,16.63,17.73,6.89,8.3,59.82,62.14,57.49,57.71,-5.41,8.6,85.78,88.71,82.85,85.78,7.01,8.2,51.81,53.13,50.5,51.04,10.36,9.0,75.43,77.25,71.72,71.72,-9.99,9.4,52.5,55.04,49.96,51.83,29.18,8.6,1.29,1.34,1.25,1.29,5.12,8.9,2021-05
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2021-07-01,2021,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,93.56,100.39,86.74,100.0,97.71,8.1,81.66,89.99,78.28,89.99,20.87,7.3,14.2,19.22,12.72,19.22,8.16,8.4,56.75,57.93,53.37,53.37,-22.43,8.6,89.02,91.31,83.34,83.34,4.25,8.3,51.56,52.65,50.47,51.36,26.91,9.0,72.15,73.96,69.73,69.73,-6.0,9.4,54.3,60.85,52.12,60.85,38.34,8.6,1.31,1.35,1.27,1.33,17.25,8.9,2021-07
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2021-09-01,2021,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,100.11,104.94,95.29,100.0,101.62,8.6,74.49,81.17,67.81,79.82,33.32,7.4,25.15,28.05,22.26,27.72,39.55,8.5,51.27,52.61,49.93,51.78,-24.59,8.6,84.59,86.87,82.31,84.68,5.76,8.3,51.42,52.43,50.5,52.43,29.98,9.0,70.38,71.99,68.77,69.79,-0.13,9.4,60.86,63.58,58.14,59.97,24.84,8.6,1.3,1.34,1.26,1.32,20.6,8.9,2021-09
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2021-12-01,2021,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,101.98,104.89,99.06,100.0,96.06,9.1,80.62,94.2,67.04,73.33,-0.97,7.6,37.46,41.12,30.26,30.26,23.81,8.5,62.95,65.92,55.15,55.15,-19.39,8.7,98.68,123.32,90.94,123.32,53.48,8.4,64.09,72.77,60.47,72.77,57.31,9.0,68.47,69.96,66.98,69.62,-0.24,9.4,66.77,69.26,64.28,65.98,19.97,8.6,1.47,1.51,1.42,1.48,25.81,9.0,2021-12
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2022-01-01,2022,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,101.53,104.22,98.84,100.0,33.08,9.5,71.12,80.98,61.26,66.49,-12.41,7.7,29.74,33.09,25.01,25.01,1.78,8.6,54.01,58.24,49.79,56.45,-19.43,8.7,125.66,149.5,112.86,149.5,84.49,8.5,73.66,78.52,63.82,63.82,26.48,9.1,69.97,71.42,68.52,69.66,-3.87,9.4,66.4,68.61,64.19,64.93,7.68,8.6,1.51,1.55,1.46,1.5,16.85,9.0,2022-01
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2022-03-01,2022,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,101.11,103.46,98.76,100.0,0.0,9.5,65.14,69.79,60.48,68.34,-12.71,7.7,22.94,25.16,20.73,23.68,11.88,8.6,61.81,64.65,58.97,62.8,-0.08,8.7,156.68,169.47,149.8,169.47,98.42,8.5,60.73,64.63,56.82,64.52,27.04,9.1,71.34,72.62,70.07,72.54,-1.51,9.4,60.41,62.84,58.21,62.84,15.02,8.6,1.49,1.57,1.45,1.57,18.49,9.0,2022-03
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2022-05-01,2022,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,101.23,103.45,99.02,100.0,0.0,9.1,75.16,79.27,55.04,55.04,-31.02,7.6,26.99,29.32,24.67,28.9,63.04,8.5,64.44,65.73,63.15,64.02,10.95,8.7,180.39,186.21,174.56,174.86,103.86,8.4,58.14,62.23,54.39,62.23,21.91,9.0,73.83,75.05,71.91,71.91,0.25,9.4,67.0,70.12,64.66,70.12,35.28,8.6,1.62,1.67,1.57,1.57,21.62,9.0,2022-05
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2022-07-01,2022,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,100.0,,,,,,,,101.33,103.5,90.34,90.34,-9.66,9.1,61.92,68.74,55.1,66.76,-25.82,7.6,18.49,21.15,15.82,19.0,-1.18,8.5,64.46,65.22,63.71,64.7,21.21,8.7,181.21,185.55,176.87,179.13,114.95,8.4,55.99,69.02,52.33,69.02,34.4,9.0,75.0,76.45,73.55,73.96,6.05,9.4,68.22,70.42,66.02,68.7,12.9,8.6,1.56,1.6,1.52,1.59,19.65,9.0,2022-07
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2023-04-01,2023,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,68.33,,,,,,,,97.86,106.82,83.29,83.29,-16.71,7.4,70.58,72.45,68.72,70.36,-5.31,7.1,19.39,21.24,17.54,19.8,-24.21,8.3,68.34,70.09,66.6,70.09,9.75,8.6,173.18,186.4,159.95,167.65,-5.22,8.2,72.73,77.67,67.78,74.3,25.76,9.0,76.08,77.3,74.87,74.93,2.42,9.4,61.73,63.45,60.01,61.06,-8.46,8.6,1.61,1.65,1.56,1.56,-2.91,8.9,2023-04
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2024-04-01,2024,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,50.0,,,,,,,,65.07,71.87,56.13,56.13,-32.61,5.9,74.23,76.71,71.75,76.08,8.13,6.8,25.13,27.22,23.04,23.54,18.92,8.2,80.52,85.22,75.81,79.96,14.08,8.5,187.05,191.37,182.21,182.21,8.68,8.1,69.9,72.1,67.7,69.87,-5.96,9.0,97.56,100.43,94.69,97.2,29.72,9.3,74.75,76.47,73.02,74.78,22.47,8.5,1.68,1.72,1.65,1.66,6.16,8.8,2024-04
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2024-05-01,2024,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,50.0,,,,,,,,54.39,59.85,48.92,50.0,-43.74,6.7,76.39,78.58,74.04,74.04,2.54,7.0,23.65,25.66,21.65,22.97,-12.79,8.3,80.18,83.11,77.25,80.74,10.7,8.5,183.75,188.8,178.71,186.0,28.29,8.1,70.67,72.68,68.67,69.82,-6.54,9.0,98.51,101.09,95.94,98.51,25.97,9.4,75.23,76.78,73.68,75.07,21.99,8.5,1.66,1.69,1.62,1.65,6.03,8.9,2024-05
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2024-06-01,2024,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,50.0,,,,,,,,50.3,54.38,46.22,50.0,-46.09,7.4,73.59,75.62,71.55,72.52,0.37,7.1,23.21,25.14,21.28,21.66,-10.99,8.3,81.29,83.21,79.37,80.68,16.88,8.6,187.67,192.27,181.47,181.47,24.17,8.2,70.43,72.26,68.61,70.31,-7.69,9.0,99.69,102.02,97.37,99.98,30.44,9.4,75.53,76.92,74.14,75.72,-1.77,8.6,1.66,1.69,1.62,1.64,2.83,8.9,2024-06
MOZ,Mozambique,Niassa,Chimbonila,Chimbonila (rural),-13.47,35.24,gid_-134700000352400000,2025-01-01,2025,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,60.0,,,,,,,,63.02,66.66,59.37,60.0,-40.77,8.1,81.51,83.56,79.47,79.95,6.5,7.3,26.67,28.83,24.51,27.12,9.11,8.4,81.9,82.71,81.1,81.93,13.86,8.6,185.14,189.43,180.84,184.29,3.59,8.3,73.33,74.43,72.23,72.28,11.81,9.0,104.27,105.83,102.7,105.1,19.77,9.4,78.37,79.12,77.62,78.37,1.2,8.6,1.75,1.78,1.72,1.73,1.19,8.9,2025-01
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2009-06-01,2009,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,5.71,,40.0,28.69,25.59,,19.98,20.49,19.21,19.21,3.69,5.6,32.35,33.12,31.2,31.2,1.34,7.3,6.18,6.72,5.64,5.71,-17.95,8.4,31.87,32.2,31.56,32.2,7.43,8.8,45.16,46.65,40.0,40.0,-16.54,8.3,25.82,28.69,24.91,28.69,18.72,9.1,23.69,25.59,23.22,25.59,6.92,9.5,30.59,30.86,30.32,30.64,7.82,8.7,0.54,0.55,0.53,0.54,1.21,8.9,2009-06
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2009-07-01,2009,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,5.71,,40.0,,25.59,,19.7,20.23,18.73,18.73,3.94,5.9,31.57,32.34,30.79,31.02,1.71,7.7,5.5,5.95,5.04,5.71,-27.63,8.6,32.24,32.59,31.89,32.21,6.83,9.0,39.91,41.71,38.12,40.0,-15.32,8.5,28.76,30.7,26.81,27.43,12.66,9.2,25.85,27.07,24.63,25.59,7.1,9.5,30.79,31.05,30.53,30.89,7.8,8.9,0.54,0.54,0.53,0.53,0.42,9.0,2009-07
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2009-08-01,2009,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,5.71,,40.0,,,,19.18,19.75,18.62,18.94,3.0,6.1,31.36,32.11,30.62,31.72,1.75,8.0,5.79,6.22,5.35,5.71,-34.78,8.7,32.36,32.68,32.04,32.46,7.37,9.2,39.7,41.32,38.08,40.0,-15.87,8.6,27.7,28.99,25.69,25.69,-1.04,9.3,25.81,26.51,23.89,23.89,-4.2,9.5,31.05,31.31,30.79,30.92,6.75,8.9,0.53,0.54,0.53,0.53,-3.07,9.0,2009-08
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2009-09-01,2009,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,,,40.0,,22.0,,19.33,19.88,18.79,19.06,3.55,6.4,32.02,32.75,31.29,32.01,1.76,8.3,5.72,6.28,5.3,6.28,-28.8,8.9,32.52,32.84,32.14,32.14,6.8,9.2,39.6,41.09,38.11,40.0,-16.93,8.7,25.96,27.39,24.52,24.8,-6.32,9.4,23.89,24.98,22.0,22.0,-14.19,9.5,31.1,31.36,30.84,31.24,8.72,9.1,0.53,0.53,0.52,0.52,-4.7,9.1,2009-09
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2009-10-01,2009,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.86,,,23.57,,,19.37,20.22,18.85,20.22,8.55,6.6,32.35,34.73,31.65,34.73,10.34,8.6,6.6,7.06,6.14,6.86,-32.98,9.0,32.31,32.72,31.95,32.72,7.69,9.3,39.78,41.75,38.38,41.75,-12.41,8.9,25.02,26.12,23.57,23.57,-8.93,9.4,21.81,22.94,20.69,22.65,-11.1,9.6,31.4,31.67,31.13,31.28,7.06,9.1,0.52,0.54,0.52,0.54,-2.37,9.1,2009-10
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2009-11-01,2009,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.86,,,,22.0,,20.41,21.01,19.63,19.63,4.6,6.8,34.93,35.98,32.53,32.53,1.34,8.8,7.11,7.6,6.63,6.86,-37.71,9.1,32.66,33.05,32.27,32.84,7.37,9.5,41.84,44.57,40.34,44.57,-9.17,9.0,23.8,27.7,22.69,27.7,9.44,9.4,22.6,23.4,21.81,22.0,-14.67,9.6,31.46,31.94,31.2,31.94,8.16,9.2,0.54,0.55,0.53,0.55,-1.84,9.2,2009-11
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2009-12-01,2009,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.86,,49.0,29.71,,,19.97,20.56,19.37,20.19,7.73,7.1,33.05,34.18,31.92,34.12,10.64,9.1,6.88,7.35,6.41,6.86,-37.81,9.2,32.91,33.27,32.56,33.23,8.13,9.5,45.13,49.0,43.41,49.0,0.16,9.1,27.7,30.2,25.19,29.71,8.86,9.5,21.91,22.96,21.33,22.96,-4.99,9.7,32.07,32.42,31.73,32.11,8.15,9.2,0.55,0.57,0.54,0.57,3.06,9.2,2009-12
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2010-01-01,2010,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.86,,,30.74,,,20.57,21.18,19.99,21.18,7.86,7.3,34.34,35.49,33.2,34.08,6.58,9.3,6.94,7.4,6.49,6.86,-33.27,9.3,33.29,33.65,32.92,33.24,7.08,9.6,50.11,52.23,46.26,46.26,-3.7,9.2,29.86,31.79,27.93,30.74,18.75,9.5,23.03,23.96,22.28,23.96,-3.86,9.7,32.3,32.6,31.99,32.57,6.95,9.2,0.58,0.59,0.57,0.57,3.0,9.3,2010-01
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2010-02-01,2010,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.14,,,30.74,25.0,,21.3,21.91,20.7,21.44,8.82,7.5,34.49,35.62,33.43,35.62,10.42,9.5,6.91,9.14,6.47,9.14,-13.68,9.4,33.36,33.69,33.02,33.4,7.27,9.7,47.98,50.07,45.9,46.9,-3.88,9.3,30.93,32.62,29.24,30.74,18.06,9.5,24.16,25.0,23.42,25.0,-1.43,9.7,32.73,33.04,32.24,32.24,6.98,9.3,0.58,0.59,0.57,0.59,4.67,9.3,2010-02
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2010-03-01,2010,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.71,,,30.74,,,21.74,22.32,21.15,21.41,9.26,7.7,35.9,36.99,34.81,35.96,10.69,9.7,10.52,11.42,9.63,9.71,-9.04,9.5,33.5,33.82,33.18,33.53,6.65,9.8,48.48,50.4,46.55,47.17,3.12,9.4,30.98,32.26,29.69,30.74,10.46,9.5,25.31,26.01,24.6,24.82,2.31,9.8,32.47,32.83,32.1,32.48,7.7,9.3,0.59,0.6,0.58,0.59,6.14,9.3,2010-03
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2010-04-01,2010,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,7.43,,,30.74,25.0,,21.78,22.34,21.21,21.87,8.77,8.0,36.36,37.38,35.34,36.03,8.91,9.8,9.72,10.6,7.43,7.43,-8.56,9.6,33.59,33.9,33.27,33.62,6.54,9.9,47.97,49.78,46.15,46.4,2.94,9.5,30.97,32.03,29.91,30.74,20.14,9.5,25.06,25.61,24.51,25.0,3.94,9.8,32.65,32.96,32.33,32.77,7.85,9.4,0.6,0.61,0.59,0.59,7.29,9.3,2010-04
MOZ,Mozambique,Manica,Cidade_De_Chimoio,Chimoio,-19.12,33.48,gid_-191200000334800000,2010-05-01,2010,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.86,,50.0,30.74,,,22.21,22.76,21.66,21.67,10.72,8.2,36.41,37.37,35.45,35.52,11.22,9.9,6.83,7.58,6.08,6.86,5.21,9.7,33.7,34.02,33.39,33.68,5.88,10.0,46.31,50.0,44.59,50.0,10.29,9.6,30.97,31.85,30.1,30.74,19.9,9.6,25.23,25.67,24.78,25.0,5.52,9.9,32.93,33.23,32.64,32.97,8.39,9.4,0.59,0.6,0.58,0.59,10.01,9.4,2010-05
