ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,millet,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-01-01,2007,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,212.5,200.0,225.0,195.0,212.5,220.38,204.81,212.5,,10.0,200.0,206.07,193.94,200.0,,10.0,224.97,228.89,220.83,225.0,,10.0,195.0,202.78,187.28,195.0,,10.0,0.87,0.89,0.85,0.87,,10.0,2007-01
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-02-01,2007,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,225.0,,212.6,220.38,200.0,200.0,,9.7,200.0,206.07,193.94,200.0,,10.0,224.9,228.93,220.86,225.0,,10.0,195.03,202.78,187.28,195.0,,10.0,0.87,0.89,0.85,0.86,,9.7,2007-02
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-03-01,2007,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,212.5,212.5,257.5,195.0,198.91,212.5,189.01,212.5,,9.8,200.0,212.5,193.87,212.5,,10.0,225.36,257.5,222.31,257.5,,10.0,194.98,202.35,187.61,195.0,,10.0,0.85,0.92,0.83,0.92,,9.7,2007-03
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-05-01,2007,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225.0,,225.0,,209.36,219.08,201.38,219.08,,9.1,204.65,211.0,198.29,202.22,,9.6,235.07,245.87,224.27,225.0,,9.2,195.21,201.88,188.54,196.06,,9.3,0.88,0.91,0.85,0.88,,9.1,2007-05
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-06-01,2007,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,250.0,,220.02,229.86,200.0,200.0,,9.1,202.2,208.51,195.89,200.0,,9.7,233.87,250.0,225.37,250.0,,9.3,196.08,202.45,189.71,195.84,,9.4,0.88,0.9,0.86,0.88,,9.2,2007-06
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-07-01,2007,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,,193.33,198.55,211.19,185.92,200.0,,9.1,199.98,206.27,193.7,200.0,,9.8,247.68,257.83,237.54,245.78,,9.4,195.83,201.88,189.77,193.33,,9.1,0.88,0.9,0.86,0.88,,9.2,2007-07
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-08-01,2007,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,250.0,,199.66,207.04,192.29,200.0,,9.2,200.0,206.32,193.67,200.0,,9.8,238.28,250.0,230.84,250.0,,9.5,193.27,198.92,187.62,190.29,,9.2,0.88,0.9,0.86,0.88,,9.2,2007-08
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-09-01,2007,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,,187.5,199.93,207.23,192.63,200.0,,9.2,200.0,206.37,193.63,200.0,,9.8,254.97,262.43,247.52,248.62,,9.5,190.23,195.47,185.0,187.5,,9.0,0.88,0.9,0.86,0.87,,9.2,2007-09
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-10-01,2007,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,250.0,190.0,199.99,207.29,192.69,194.4,,9.1,200.0,206.41,193.59,200.0,,9.6,247.85,253.95,241.75,250.0,,9.4,187.45,192.31,182.59,190.0,,9.1,0.87,0.89,0.85,0.87,,9.2,2007-10
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-11-01,2007,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,200.0,,190.0,193.89,201.61,186.16,188.95,,9.1,200.0,206.45,193.55,200.0,,9.4,250.75,256.61,246.07,256.61,,9.4,190.1,194.74,185.46,190.0,,8.9,0.87,0.89,0.85,0.87,,9.1,2007-11
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-01-01,2008,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,200.0,,200.0,189.23,196.16,182.3,193.59,-8.9,8.8,200.0,206.53,193.47,200.0,0.0,9.0,264.73,277.25,258.9,277.25,23.22,9.3,194.03,200.0,189.87,200.0,2.56,8.6,0.89,0.91,0.87,0.91,4.6,8.9,2008-01
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-02-01,2008,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,275.0,,193.97,201.47,186.48,200.0,0.0,8.8,200.0,206.57,193.43,200.0,0.0,9.0,275.65,282.65,268.65,275.0,22.22,9.3,200.1,203.88,196.32,197.83,1.45,8.6,0.92,0.94,0.89,0.91,6.44,8.9,2008-02
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-03-01,2008,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,,,200.0,200.72,208.82,192.62,200.0,-5.88,8.6,200.0,208.35,193.39,208.35,-1.95,9.0,275.27,305.54,270.07,305.54,18.66,9.1,197.71,201.22,194.2,200.0,2.56,8.4,0.91,0.96,0.89,0.96,4.15,8.8,2008-03
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-06-01,2008,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,,375.0,187.5,200.01,207.3,192.71,200.0,0.0,8.5,224.5,232.04,215.79,215.79,7.9,8.7,343.38,375.0,327.73,375.0,50.0,8.9,192.19,194.77,187.5,187.5,-4.26,8.2,1.01,1.03,0.99,1.02,15.66,8.6,2008-06
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-07-01,2008,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,,400.0,,200.01,207.31,192.72,200.0,0.0,8.4,215.76,226.42,208.47,226.42,13.21,8.7,373.65,400.0,354.63,400.0,62.75,8.8,187.38,200.73,185.27,200.73,3.83,8.3,1.03,1.07,1.0,1.07,22.41,8.6,2008-07
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-08-01,2008,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,350.0,,200.01,207.31,192.72,200.0,0.0,8.4,226.47,234.16,200.0,200.0,0.0,8.7,394.93,413.86,350.0,350.0,40.0,8.8,201.21,204.07,190.68,190.68,0.21,8.3,1.09,1.12,0.98,0.98,11.95,8.6,2008-08
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-09-01,2008,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,200.0,375.0,,200.01,207.31,173.48,173.48,-13.26,8.4,199.89,206.71,193.07,200.0,0.0,8.5,355.5,375.0,336.28,375.0,50.83,8.8,190.15,193.75,186.33,186.33,-0.63,8.4,0.97,1.02,0.92,0.98,11.8,8.6,2008-09
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-02-01,2009,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,190.0,,180.0,180.34,200.0,164.04,200.0,0.0,7.9,200.11,207.12,190.0,190.0,-5.0,8.2,397.68,412.71,382.65,384.77,39.92,8.4,180.0,187.66,172.35,180.0,-9.01,7.9,1.0,1.02,0.97,1.0,9.39,8.2,2009-02
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-03-01,2009,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,205.0,395.0,,202.88,217.36,188.41,200.0,0.0,8.0,189.94,205.0,183.26,205.0,-1.61,8.3,388.44,400.46,376.42,381.71,24.93,8.5,179.56,205.79,172.24,205.79,2.89,8.1,1.0,1.04,0.98,1.04,8.6,8.3,2009-03
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-04-01,2009,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,225.0,325.0,225.0,200.68,208.2,193.15,200.0,0.0,8.3,205.07,225.0,197.83,225.0,1.3,8.6,380.49,389.79,356.71,356.71,9.55,8.8,206.91,225.0,195.98,225.0,14.59,8.4,1.05,1.08,1.02,1.05,6.64,8.6,2009-04
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-05-01,2009,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,325.0,225.0,200.14,207.45,192.83,201.68,0.84,8.4,225.13,233.11,212.0,212.0,-5.56,8.7,357.18,368.35,333.95,333.95,-2.46,8.8,224.92,237.32,212.52,225.0,17.06,8.6,1.06,1.08,1.02,1.02,1.41,8.6,2009-05
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-06-01,2009,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,218.75,325.0,,201.87,209.28,194.46,200.0,0.0,8.4,211.97,219.53,204.41,218.75,1.37,8.7,339.1,350.92,325.0,325.0,-13.33,8.9,225.04,236.83,199.27,199.27,6.28,8.6,1.01,1.04,0.98,0.99,-3.61,8.7,2009-06
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-07-01,2009,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,212.5,212.5,310.0,,199.89,212.5,192.52,212.5,6.25,8.5,218.78,226.62,210.94,212.5,-6.15,8.7,325.72,335.96,310.0,310.0,-22.5,9.1,198.6,210.05,187.14,190.97,-4.86,8.6,0.98,1.0,0.95,0.97,-9.85,8.7,2009-07
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-08-01,2009,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,190.0,,,213.73,224.56,200.0,200.0,0.0,8.4,212.47,220.13,190.0,190.0,-5.0,8.7,308.83,328.05,299.32,328.05,-6.27,9.0,191.1,201.7,180.5,182.68,-4.2,8.4,0.96,0.99,0.94,0.94,-4.25,8.7,2009-08
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-09-01,2009,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,180.0,350.0,,199.16,209.48,188.83,200.0,15.29,8.5,189.89,196.76,180.0,180.0,-10.0,8.9,327.17,350.0,315.97,350.0,-6.67,9.1,182.38,192.24,172.53,178.61,-4.14,8.5,0.94,0.96,0.91,0.95,-2.8,8.7,2009-09
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-11-01,2009,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225.0,200.0,,,207.57,225.0,198.95,225.0,38.41,8.6,193.03,200.07,185.98,200.0,-7.25,9.2,305.59,319.81,262.84,262.84,-37.26,9.2,183.01,203.92,173.98,203.92,14.49,8.5,0.92,0.95,0.9,0.93,-8.56,8.8,2009-11
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-01-01,2010,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,180.0,180.0,,175.0,199.45,214.47,180.0,180.0,1.01,8.8,194.55,201.72,180.0,180.0,-10.07,9.4,285.23,299.41,271.06,277.22,-29.9,9.4,178.55,189.44,167.66,175.0,-2.32,8.6,0.9,0.92,0.85,0.85,-14.77,9.0,2010-01
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-02-01,2010,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,225.0,240.0,225.0,177.88,204.04,166.03,204.04,2.02,8.8,179.93,192.65,173.27,192.65,1.39,9.2,267.07,277.71,240.0,240.0,-37.63,9.4,175.37,225.0,165.23,225.0,25.0,8.8,0.84,0.9,0.81,0.9,-9.75,9.0,2010-02
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-07-01,2010,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,,290.0,200.0,213.91,221.99,200.0,200.0,-5.88,8.0,209.29,217.2,201.37,209.28,-1.51,8.3,269.59,290.0,259.45,290.0,-6.45,8.6,199.35,214.07,184.63,200.0,4.73,7.8,0.94,0.97,0.92,0.94,-2.88,8.3,2010-07
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-08-01,2010,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,200.0,300.0,200.0,198.69,209.03,188.35,200.0,0.0,8.1,209.29,217.25,200.0,200.0,5.26,8.4,286.73,300.0,274.79,300.0,-8.55,8.7,199.84,213.91,185.77,200.0,9.48,8.0,0.94,0.96,0.92,0.94,-0.08,8.4,2010-08
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-10-01,2010,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,125.0,,,135.0,183.04,193.44,171.83,171.83,-16.97,8.1,198.58,206.19,190.62,190.62,-1.22,8.3,291.47,300.28,273.15,273.15,-9.97,8.6,169.07,181.64,135.0,135.0,-26.19,7.9,0.87,0.9,0.81,0.81,-13.05,8.3,2010-10
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-12-01,2010,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,145.0,175.0,,,160.01,167.64,145.0,145.0,-27.88,8.1,186.07,193.27,175.0,175.0,-10.06,8.3,283.64,291.8,276.04,291.8,1.7,8.6,152.46,165.82,139.1,151.76,-15.44,7.9,0.82,0.84,0.79,0.8,-11.42,8.3,2010-12
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2011-01-01,2011,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,145.0,175.0,300.0,150.0,143.35,152.63,134.07,145.0,-19.44,8.1,174.94,181.73,168.15,175.0,-2.78,8.4,286.05,300.0,279.27,300.0,8.22,8.6,151.31,164.03,138.59,150.0,-14.29,8.0,0.79,0.81,0.77,0.81,-5.2,8.4,2011-01
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2011-03-01,2011,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,175.0,175.0,260.0,175.0,160.68,175.0,149.88,175.0,-17.78,8.2,177.59,184.54,170.63,175.0,-10.35,8.6,281.23,290.61,260.0,260.0,5.21,8.6,164.39,177.4,151.38,175.0,-5.93,8.1,0.82,0.84,0.8,0.82,-6.68,8.4,2011-03
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2011-04-01,2011,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,175.0,180.0,,,176.99,187.95,166.04,175.0,-19.33,8.4,174.99,181.87,168.11,180.0,-9.23,8.9,266.22,284.34,255.86,284.34,15.59,8.8,175.14,188.64,161.65,182.55,-3.2,8.1,0.82,0.86,0.8,0.86,-3.29,8.6,2011-04
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2011-05-01,2011,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,200.0,,200.0,175.46,181.98,168.94,175.25,-19.48,8.5,180.02,200.0,172.92,200.0,-1.03,8.9,282.3,302.38,270.62,302.38,18.39,8.9,182.69,200.0,169.16,200.0,3.12,8.2,0.87,0.92,0.84,0.92,0.98,8.6,2011-05
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2011-09-01,2011,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225.0,225.0,285.0,,195.46,225.0,179.7,225.0,21.98,8.2,217.52,226.24,208.81,225.0,13.3,8.6,300.37,307.45,285.0,285.0,-1.31,8.8,196.28,218.01,183.6,218.01,28.36,8.0,0.95,1.0,0.93,1.0,13.23,8.5,2011-09
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2011-12-01,2011,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,250.0,300.0,225.0,241.85,251.71,232.0,242.81,67.46,8.1,243.56,253.43,233.69,250.0,42.86,8.2,290.91,300.0,286.03,300.0,2.81,8.8,228.71,242.81,214.61,225.0,48.26,8.0,1.06,1.09,1.04,1.06,33.3,8.4,2011-12
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-01-01,2012,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,250.0,,,243.34,252.22,234.46,250.0,72.41,8.0,250.05,260.22,239.87,250.0,42.86,8.1,299.22,304.55,293.88,300.48,0.16,8.8,224.83,238.06,211.6,219.02,46.01,7.8,1.07,1.09,1.04,1.07,32.4,8.3,2012-01
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-03-01,2012,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,,,,227.6,241.56,200.0,200.0,14.29,7.8,248.18,258.36,238.0,246.57,40.9,7.9,294.66,298.91,290.41,294.19,13.15,8.6,222.81,234.77,210.85,221.86,26.78,7.6,1.03,1.06,1.01,1.01,22.63,8.1,2012-03
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-04-01,2012,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,250.0,292.5,225.0,197.25,250.0,181.82,250.0,42.86,7.9,246.56,256.71,236.41,250.0,38.89,8.0,295.58,298.86,292.31,292.5,2.87,8.6,221.75,233.09,210.42,225.0,23.26,7.8,1.0,1.06,0.97,1.06,23.8,8.2,2012-04
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-05-01,2012,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225.0,233.33,280.0,216.67,253.41,281.99,224.82,225.0,28.39,8.1,250.02,260.35,233.33,233.33,16.67,8.3,291.21,294.05,280.0,280.0,-7.4,8.7,225.15,236.12,214.18,216.67,8.34,8.0,1.07,1.11,1.0,1.0,8.82,8.4,2012-05
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-06-01,2012,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,250.0,290.0,225.0,223.59,250.0,206.91,250.0,43.15,8.4,233.25,250.0,223.58,250.0,24.08,8.7,281.35,290.0,276.46,290.0,-4.55,8.9,216.36,226.61,206.11,225.0,16.31,8.3,0.99,1.06,0.95,1.06,16.21,8.6,2012-06
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-07-01,2012,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,296.67,,252.26,271.19,233.33,258.61,50.92,8.4,250.07,260.48,239.67,258.5,23.89,8.7,291.08,296.67,285.78,296.67,-2.96,8.9,225.43,258.74,215.06,258.74,31.96,8.4,1.07,1.12,1.03,1.12,21.63,8.6,2012-07
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-08-01,2012,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,300.0,,300.0,,260.0,284.49,249.8,284.49,47.24,8.6,258.57,277.33,247.77,277.33,27.53,9.0,291.91,300.0,287.19,300.0,0.14,9.0,259.58,306.96,244.74,306.96,56.25,8.6,1.14,1.22,1.1,1.22,28.91,8.8,2012-08
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2012-09-01,2012,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,300.0,300.0,,287.55,305.96,269.14,284.77,26.57,8.5,277.45,300.0,265.83,300.0,33.33,8.7,300.06,305.0,295.13,300.0,5.26,8.9,308.05,329.92,286.18,289.64,32.86,8.6,1.25,1.3,1.19,1.23,23.23,8.7,2012-09
