ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,millet,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2019-05-01,2019,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225.0,275.0,280.0,,235.76,250.5,221.01,225.0,12.5,8.4,260.14,267.17,253.28,267.17,-8.37,9.1,281.68,282.87,280.0,280.0,-7.48,8.8,296.88,305.27,290.64,305.27,2.12,8.3,1.11,1.13,1.09,1.13,-1.44,8.6,2019-05
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2019-07-01,2019,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,213.0,285.0,,216.64,230.12,200.0,200.0,-20.0,8.5,244.99,261.33,213.0,213.0,-26.52,8.9,285.37,287.99,282.76,285.0,-3.29,8.9,300.95,307.13,280.24,280.24,-8.69,8.5,1.09,1.12,1.02,1.02,-14.3,8.7,2019-07
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2019-08-01,2019,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,300.0,,202.17,214.7,189.63,206.21,-13.66,8.6,221.21,250.81,201.54,250.81,-13.07,9.0,285.67,300.0,283.87,300.0,2.2,9.0,284.61,294.71,274.51,293.11,-4.44,8.6,1.02,1.1,0.99,1.1,-6.87,8.8,2019-08
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2019-10-01,2019,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,,285.0,,207.34,220.23,194.45,200.0,-15.97,8.5,255.69,266.42,244.97,252.23,-9.41,8.9,293.87,300.19,285.0,285.0,-1.72,8.9,295.14,302.64,287.39,287.39,-4.2,8.6,1.11,1.12,1.07,1.07,-7.39,8.7,2019-10
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2019-12-01,2019,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,300.0,300.0,,218.98,250.0,205.17,250.0,11.11,8.3,261.79,300.0,249.43,300.0,6.75,8.6,289.63,300.0,284.51,300.0,7.14,9.0,291.85,300.85,286.05,300.85,0.28,8.4,1.12,1.2,1.08,1.2,5.97,8.6,2019-12
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-02-01,2020,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,300.0,197.8,210.31,185.3,202.41,-16.09,8.0,277.05,287.45,268.94,287.45,-5.8,8.3,303.91,308.07,297.7,297.7,6.32,8.6,291.79,300.0,284.37,300.0,-2.36,8.1,1.12,1.15,1.09,1.14,-4.06,8.4,2020-02
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-04-01,2020,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,275.0,293.33,300.0,219.69,234.18,205.2,230.29,-1.56,8.0,278.76,288.4,269.12,275.0,10.0,8.1,294.38,297.68,291.08,293.33,4.08,8.5,304.59,311.1,298.08,300.0,1.63,8.2,1.15,1.18,1.13,1.15,3.55,8.3,2020-04
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-05-01,2020,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,325.0,337.5,325.0,228.76,244.14,213.85,244.14,8.51,8.0,276.22,325.0,267.29,325.0,21.65,8.0,292.31,337.5,290.02,337.5,20.54,8.5,302.29,325.0,296.5,325.0,6.46,8.2,1.15,1.29,1.12,1.29,14.31,8.3,2020-05
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-06-01,2020,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,300.0,350.0,300.0,241.87,257.66,226.09,250.05,16.22,8.2,319.03,358.81,279.26,300.0,22.91,8.1,335.8,354.35,317.26,350.0,22.55,8.7,321.65,334.04,300.0,300.0,0.55,8.5,1.28,1.36,1.21,1.25,15.03,8.5,2020-06
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-07-01,2020,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,300.0,,,248.84,264.94,232.74,249.64,24.82,8.1,289.72,303.56,275.88,300.0,40.85,7.9,356.54,371.24,328.31,328.31,15.2,8.7,305.09,317.87,292.3,304.21,8.55,8.3,1.25,1.29,1.22,1.24,20.85,8.3,2020-07
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-08-01,2020,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,275.0,300.0,318.33,300.0,249.52,275.0,233.53,275.0,33.36,8.3,301.71,313.3,290.12,300.0,19.61,8.2,337.41,352.86,318.33,318.33,6.11,8.9,305.28,315.46,295.11,300.0,2.35,8.4,1.24,1.25,1.23,1.25,13.64,8.5,2020-08
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-09-01,2020,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,316.25,,271.18,288.86,239.06,239.06,15.12,8.4,298.84,308.22,289.46,301.15,13.53,8.3,316.15,329.45,302.86,316.25,8.6,8.9,302.48,310.81,294.15,301.5,2.4,8.6,1.25,1.29,1.21,1.21,9.39,8.6,2020-09
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-10-01,2020,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,212.5,,,,242.72,258.19,212.5,212.5,6.25,8.3,300.21,309.76,290.66,300.0,18.94,8.2,311.12,321.9,302.18,321.9,12.95,8.9,302.58,309.38,295.77,300.0,4.39,8.4,1.21,1.24,1.18,1.19,10.71,8.5,2020-10
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-11-01,2020,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,300.0,,300.0,216.37,230.23,202.51,214.53,-3.43,8.4,300.22,309.61,290.83,300.0,14.37,8.3,320.28,328.28,312.28,322.7,10.21,9.0,302.02,307.79,296.25,300.0,3.07,8.4,1.19,1.22,1.15,1.19,6.45,8.6,2020-11
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2020-12-01,2020,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,300.0,325.0,,214.83,228.75,200.91,208.9,-16.44,8.4,299.52,308.92,290.13,300.0,0.0,8.2,323.53,329.07,317.98,325.0,8.33,9.0,301.25,306.3,296.2,300.0,-0.28,8.4,1.19,1.22,1.16,1.19,-1.47,8.5,2020-12
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-01-01,2021,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,,,300.0,209.68,223.17,196.18,200.0,3.97,8.5,300.44,309.83,291.05,298.87,4.41,8.4,326.12,329.97,322.27,322.99,7.27,9.1,301.8,306.31,297.29,300.0,3.87,8.5,1.19,1.22,1.15,1.17,4.99,8.6,2021-01
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-02-01,2021,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,300.0,343.33,,201.3,214.18,188.43,200.0,-1.19,8.6,298.77,308.18,289.35,300.0,4.37,8.6,323.45,343.33,320.46,343.33,15.33,9.2,301.19,305.4,296.98,300.0,0.0,8.7,1.17,1.21,1.14,1.2,5.13,8.8,2021-02
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-03-01,2021,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,300.0,300.0,200.21,222.68,187.4,222.68,-0.16,8.8,300.39,309.81,290.96,296.01,5.88,8.7,342.86,352.93,300.0,300.0,1.74,9.3,301.8,305.77,297.82,300.0,-1.44,8.9,1.19,1.23,1.16,1.17,1.53,8.9,2021-03
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-04-01,2021,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,300.0,300.0,,219.26,250.0,204.92,250.0,8.56,8.8,296.21,305.91,286.51,300.0,9.09,8.8,303.79,319.8,287.79,300.0,2.27,9.3,301.11,304.97,297.26,300.39,0.13,8.9,1.17,1.2,1.14,1.2,4.71,8.9,2021-04
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-05-01,2021,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,275.0,300.0,300.0,245.14,261.42,228.87,250.0,2.4,8.8,300.53,310.25,275.0,275.0,-15.38,8.9,297.55,308.52,286.59,300.0,-11.11,9.3,302.12,305.87,298.38,300.0,-7.69,8.9,1.2,1.24,1.17,1.18,-8.66,8.9,2021-05
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-06-01,2021,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200.0,300.0,300.0,300.0,249.21,265.4,200.0,200.0,-20.02,8.9,277.39,300.0,259.56,300.0,0.0,9.1,294.0,301.51,286.49,300.0,-14.29,9.3,301.23,305.0,297.45,300.0,0.0,8.9,1.18,1.21,1.14,1.15,-8.34,9.0,2021-06
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-07-01,2021,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,300.0,,300.0,205.39,250.0,192.09,250.0,0.14,9.0,302.43,321.17,283.7,300.0,0.0,9.3,300.94,307.22,295.14,307.22,-6.43,9.3,301.83,305.55,298.11,300.0,-1.38,9.0,1.15,1.21,1.12,1.21,-2.11,9.1,2021-07
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-08-01,2021,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,315.0,310.0,242.98,260.11,225.84,238.75,-13.18,8.9,295.34,304.5,286.18,298.72,-0.43,9.1,306.9,315.0,301.88,315.0,-1.05,9.2,301.17,310.0,297.43,310.0,3.33,8.9,1.21,1.25,1.17,1.22,-2.59,9.0,2021-08
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-09-01,2021,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,300.0,,300.0,238.88,255.16,222.6,241.96,1.21,9.0,297.82,307.44,288.2,300.0,-0.38,9.1,316.17,321.38,310.97,318.12,0.59,9.3,310.05,315.65,300.0,300.0,-0.5,8.8,1.21,1.24,1.19,1.21,0.18,9.0,2021-09
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-10-01,2021,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,250.0,300.0,325.0,,241.78,258.19,225.37,250.0,17.65,9.1,299.71,309.21,290.22,300.0,0.0,9.2,320.78,325.0,317.09,325.0,0.96,9.5,302.57,309.03,296.11,306.91,2.3,9.0,1.21,1.24,1.18,1.24,4.19,9.1,2021-10
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-11-01,2021,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,246.0,,321.0,310.0,248.7,265.58,231.81,246.0,14.67,9.2,298.77,308.23,289.37,308.23,2.74,9.4,326.61,329.87,321.0,321.0,-0.53,9.4,307.76,313.68,301.85,310.0,3.33,9.2,1.24,1.27,1.2,1.24,4.22,9.2,2021-11
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2021-12-01,2021,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,229.0,318.0,316.0,315.0,246.39,262.91,229.0,229.0,9.62,9.3,307.17,318.79,295.54,316.79,5.6,9.5,322.71,326.1,316.0,316.0,-2.77,9.4,310.47,315.7,305.23,315.0,5.0,9.2,1.24,1.27,1.21,1.23,3.78,9.3,2021-12
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-01-01,2022,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,313.0,338.0,,231.21,246.57,215.85,237.84,18.92,9.3,312.86,324.72,301.0,313.0,4.73,9.4,316.56,338.0,312.73,338.0,4.65,9.5,315.88,321.04,310.72,315.04,5.01,9.4,1.23,1.26,1.2,1.26,7.31,9.3,2022-01
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-02-01,2022,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,230.0,315.0,340.0,315.0,237.0,252.88,221.12,230.0,15.0,9.4,310.73,320.47,300.99,315.0,5.0,9.4,335.62,346.64,324.59,340.0,-0.97,9.5,316.07,320.69,311.44,315.0,5.0,9.4,1.26,1.29,1.22,1.25,4.96,9.3,2022-02
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-03-01,2022,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,317.0,333.0,313.0,230.84,269.2,215.55,269.2,20.89,9.4,314.17,324.44,303.91,317.0,7.09,9.5,343.41,351.19,333.0,333.0,11.0,9.7,316.9,321.19,312.6,313.0,4.33,9.4,1.25,1.29,1.23,1.29,10.15,9.4,2022-03
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-04-01,2022,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,330.0,335.0,,263.18,317.14,244.99,317.14,26.86,9.4,315.78,330.0,305.69,330.0,10.0,9.3,337.61,344.62,330.6,335.0,11.67,9.6,314.55,335.0,310.14,335.0,11.52,9.4,1.29,1.38,1.25,1.38,14.49,9.3,2022-04
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-05-01,2022,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,333.0,388.0,338.0,363.0,308.12,333.0,286.15,333.0,33.2,9.4,327.12,388.0,312.84,388.0,41.09,9.3,333.47,338.4,328.53,338.0,12.67,9.6,332.92,363.0,322.06,363.0,21.0,9.4,1.37,1.49,1.32,1.49,26.4,9.3,2022-05
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-06-01,2022,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,406.0,413.0,363.0,,329.25,406.0,306.21,406.0,103.0,9.3,374.51,423.73,325.28,413.0,37.67,9.3,337.17,363.0,333.18,363.0,21.0,9.6,358.19,375.7,340.68,364.89,21.63,9.4,1.48,1.62,1.43,1.62,40.63,9.3,2022-06
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-07-01,2022,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,400.0,,,393.19,422.2,364.17,389.89,55.96,9.2,389.5,418.56,360.44,400.0,33.33,9.2,363.51,376.74,350.27,356.31,15.98,9.6,365.71,389.35,351.65,389.35,29.78,9.4,1.61,1.67,1.55,1.61,32.69,9.2,2022-07
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-08-01,2022,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,400.0,413.0,,413.0,389.84,417.55,362.13,400.0,67.54,9.2,388.18,413.0,374.56,413.0,38.26,9.3,361.64,371.03,352.26,364.15,15.6,9.8,385.88,413.0,369.43,413.0,33.23,9.2,1.6,1.66,1.57,1.66,36.79,9.2,2022-08
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-09-01,2022,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,400.0,,383.0,,398.85,427.14,370.56,400.0,65.32,9.2,407.2,428.61,385.79,405.55,35.18,9.4,367.32,383.0,360.72,383.0,20.4,9.6,410.19,429.1,391.28,404.92,34.97,9.4,1.66,1.7,1.62,1.67,37.36,9.3,2022-09
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-10-01,2022,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,350.0,,399.67,427.81,366.56,366.56,46.62,9.1,399.72,412.16,387.28,403.38,34.46,9.2,382.13,391.13,350.0,350.0,7.69,9.5,406.89,421.56,392.23,404.29,31.73,9.4,1.67,1.71,1.59,1.59,28.96,9.2,2022-10
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-11-01,2022,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,400.0,,400.0,370.78,399.97,345.01,399.97,62.59,9.0,402.88,415.75,390.02,400.0,29.77,9.1,355.59,370.34,340.83,364.2,13.46,9.6,407.01,418.66,395.35,400.0,29.03,9.2,1.6,1.64,1.55,1.64,31.97,9.1,2022-11
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2022-12-01,2022,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,400.0,,,395.77,423.87,332.7,332.7,45.29,8.8,399.85,412.51,387.2,400.0,26.27,8.8,361.28,372.47,350.09,369.2,16.84,9.6,402.26,412.09,392.43,410.3,30.25,8.9,1.63,1.68,1.58,1.58,28.5,9.0,2022-12
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2023-01-01,2023,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,375.0,,339.64,363.29,315.99,334.34,40.57,8.8,400.33,412.85,387.81,406.11,29.75,8.8,365.9,375.0,357.36,375.0,10.95,9.4,411.13,426.09,402.02,426.09,35.25,8.9,1.58,1.63,1.54,1.61,28.05,8.9,2023-01
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2023-03-01,2023,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,325.0,425.0,,450.0,336.88,360.61,313.15,325.0,20.73,8.5,413.32,428.31,398.34,425.0,34.07,8.6,374.75,380.4,369.09,375.0,12.61,9.2,435.79,450.0,425.56,450.0,43.77,8.5,1.63,1.67,1.59,1.65,27.82,8.7,2023-03
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2023-04-01,2023,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,375.0,,326.64,349.4,303.88,326.26,2.88,8.4,420.8,436.25,405.35,431.02,30.61,8.5,375.65,379.52,371.79,375.0,11.94,9.0,448.5,459.52,432.01,432.01,28.96,8.4,1.65,1.69,1.6,1.64,18.76,8.6,2023-04
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2023-05-01,2023,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,300.0,,375.0,,326.33,349.06,300.0,300.0,-9.91,8.3,426.59,441.69,411.48,438.71,13.07,8.5,374.92,377.59,372.25,375.0,10.95,8.9,437.32,448.61,425.48,425.48,17.21,8.4,1.64,1.68,1.59,1.61,8.24,8.6,2023-05
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2023-06-01,2023,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,450.0,,,303.29,358.06,282.41,358.06,-11.81,8.1,434.55,450.52,418.58,450.0,8.96,8.2,375.37,377.23,373.52,373.97,3.02,8.8,428.57,439.08,408.77,408.77,12.03,8.1,1.61,1.66,1.57,1.66,2.84,8.4,2023-06
SEN,Senegal,Kedougou,Kedougou,Kedougou,12.48,-11.95,gid_124800000-119500000,2023-07-01,2023,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,400.0,425.0,375.0,400.0,349.33,400.0,323.95,400.0,2.59,8.4,444.78,462.34,425.0,425.0,6.25,8.5,373.99,375.46,372.53,375.0,5.25,8.9,414.54,426.51,400.0,400.0,2.73,8.4,1.66,1.71,1.61,1.67,4.2,8.6,2023-07
