ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,potatoes,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-01-01,2007,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,675.0,1340.0,31.24,31.57,31.13,31.35,,9.9,661.58,743.98,609.75,675.0,,9.5,1324.78,1422.36,1258.81,1340.0,,10.0,0.41,0.43,0.4,0.42,,9.8,2007-01
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-02-01,2007,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,1189.47,31.46,31.68,31.24,31.29,,9.8,690.59,759.07,622.11,716.66,,9.3,1355.98,1438.69,1190.22,1190.22,,9.6,0.42,0.44,0.4,0.41,,9.8,2007-02
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-03-01,2007,3,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,1208.33,31.33,31.55,31.12,31.22,,9.8,736.6,799.71,673.5,745.85,,9.3,1158.69,1237.13,1080.24,1208.33,,9.5,0.41,0.43,0.4,0.42,,9.8,2007-03
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-04-01,2007,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,759.25,1166.67,31.27,31.46,31.07,31.4,,9.8,766.3,822.65,709.95,764.04,,9.3,1203.36,1274.64,1132.08,1169.54,,9.6,0.42,0.43,0.4,0.42,,9.8,2007-04
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-05-01,2007,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,830.68,1555.0,31.54,31.74,31.22,31.22,,9.8,775.95,830.68,726.49,830.68,,9.3,1159.13,1555.0,1098.0,1555.0,,9.6,0.42,0.46,0.41,0.46,,9.8,2007-05
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-06-01,2007,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,666.66,1359.08,31.2,31.45,30.95,31.13,,9.8,853.69,904.97,666.66,666.66,,9.4,1695.47,1856.79,1361.19,1361.19,,9.7,0.46,0.47,0.42,0.42,,9.8,2007-06
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-07-01,2007,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,1389.52,31.18,31.39,30.98,31.19,,9.8,670.66,737.52,603.81,693.39,,9.3,1366.69,1519.12,1214.27,1389.52,,9.6,0.42,0.44,0.4,0.42,,9.8,2007-07
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-08-01,2007,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,1405.88,31.27,31.46,31.09,31.18,,9.8,682.52,742.7,622.33,681.81,,9.3,1404.89,1540.97,1268.82,1405.88,,9.6,0.42,0.44,0.41,0.42,,9.8,2007-08
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-09-01,2007,9,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,1857.14,31.22,31.41,31.04,31.19,,9.8,737.82,788.5,687.15,762.0,,9.3,1421.85,1857.14,1301.59,1857.14,,9.6,0.43,0.47,0.42,0.47,,9.8,2007-09
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-10-01,2007,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,850.69,1518.75,31.25,31.43,31.07,31.17,,9.8,767.53,850.69,717.96,850.69,,9.3,2041.49,2254.41,1518.75,1518.75,,9.6,0.47,0.48,0.45,0.45,,9.8,2007-10
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-11-01,2007,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,879.08,1200.0,31.21,31.39,31.0,31.0,,9.8,877.13,936.16,818.11,879.08,,9.3,1503.81,1704.42,1200.0,1200.0,,9.6,0.46,0.48,0.43,0.43,,9.8,2007-11
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2007-12-01,2007,12,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,923.61,1250.0,30.99,31.2,30.59,30.59,,9.8,896.17,948.44,843.9,923.61,,9.3,1120.29,1277.0,963.58,1250.0,,9.6,0.43,0.44,0.41,0.44,,9.8,2007-12
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-01-01,2008,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1111.1,1400.0,30.49,31.34,30.21,31.34,-0.03,9.8,920.85,1111.1,872.52,1111.1,64.61,9.3,1233.11,1400.0,1084.68,1400.0,4.48,9.6,0.45,0.48,0.44,0.48,15.7,9.8,2008-01
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-02-01,2008,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,711.11,1500.0,31.71,32.23,31.2,31.5,0.67,9.8,1170.74,1270.67,717.66,717.66,0.14,9.4,1447.64,1603.68,1291.59,1500.0,26.03,9.7,0.48,0.5,0.44,0.44,6.24,9.8,2008-02
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-04-01,2008,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1152.05,1666.67,30.76,31.18,30.34,30.43,-3.08,9.8,882.33,1152.05,717.73,1152.05,50.78,9.3,1583.4,1715.34,1451.45,1666.67,42.51,9.7,0.46,0.5,0.44,0.5,20.64,9.8,2008-04
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-05-01,2008,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1102.33,1555.56,30.35,30.67,30.03,30.39,-2.65,9.8,1386.22,1605.81,1102.33,1102.33,32.7,9.3,1734.98,1862.78,1555.56,1555.56,0.04,9.7,0.52,0.54,0.49,0.49,7.08,9.8,2008-05
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-06-01,2008,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,640.74,1737.5,30.43,30.66,30.2,30.66,-1.51,9.8,1055.64,1262.66,747.97,747.97,12.2,9.3,1555.96,1737.5,1439.83,1737.5,27.65,9.7,0.47,0.5,0.45,0.45,8.95,9.8,2008-06
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-07-01,2008,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,420.13,2150.0,30.8,31.15,30.57,31.15,-0.14,9.8,679.03,822.81,420.13,420.13,-39.41,9.4,1805.52,2150.0,1676.31,2150.0,54.73,9.7,0.46,0.48,0.44,0.44,4.86,9.8,2008-07
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-08-01,2008,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,391.97,,31.37,31.64,31.1,31.29,0.37,9.8,436.76,525.07,348.45,394.7,-42.11,9.4,2351.1,2542.24,1471.97,1471.97,4.7,9.8,0.44,0.46,0.39,0.39,-8.1,9.8,2008-08
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-09-01,2008,9,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,456.94,,31.38,32.34,31.17,32.34,3.69,9.8,412.77,485.28,340.26,456.94,-40.03,9.4,1404.93,2070.38,1197.95,2070.38,11.48,9.9,0.4,0.45,0.38,0.45,-3.85,9.8,2008-09
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-11-01,2008,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,837.95,,34.04,35.23,33.5,35.23,13.65,9.8,647.24,837.95,542.35,837.95,-4.68,9.3,3546.03,4037.07,2630.36,2630.36,119.2,9.8,0.58,0.62,0.55,0.57,31.18,9.8,2008-11
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2008-12-01,2008,12,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,833.33,1633.33,35.96,36.68,35.18,35.18,15.02,9.8,853.95,1010.44,697.46,833.79,-9.72,9.3,2650.82,3078.93,1659.7,1659.7,32.78,9.8,0.55,0.58,0.49,0.49,11.68,9.8,2008-12
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-01-01,2009,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,958.33,1917.0,35.24,35.84,34.63,35.52,13.34,9.8,804.02,958.33,670.61,958.33,-13.75,9.3,1521.22,1917.0,1241.04,1917.0,36.93,9.8,0.5,0.53,0.46,0.53,9.94,9.8,2009-01
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-02-01,2009,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,879.24,2021.0,35.88,36.29,35.46,35.69,13.32,9.8,920.4,1067.73,773.07,885.32,23.36,9.3,1943.99,2259.32,1628.67,2021.0,34.73,9.8,0.53,0.57,0.49,0.53,21.33,9.8,2009-02
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-03-01,2009,3,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1256.17,2495.0,35.87,36.17,35.57,35.94,16.29,9.8,937.62,1256.17,820.54,1256.17,37.7,9.3,2073.2,2495.0,1781.86,2495.0,62.07,9.9,0.54,0.62,0.51,0.62,34.0,9.8,2009-03
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-05-01,2009,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1766.66,2780.0,35.75,36.07,35.13,35.13,15.6,9.8,1353.97,1768.31,1165.5,1768.31,60.42,9.3,2616.12,2931.62,2300.62,2780.0,78.71,9.8,0.62,0.71,0.58,0.71,45.42,9.8,2009-05
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-06-01,2009,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,2913.0,35.03,35.44,34.62,35.13,14.56,9.8,1770.0,2091.59,1199.25,1199.25,60.33,9.3,2933.22,3243.54,2622.9,2913.0,67.65,9.7,0.68,0.73,0.63,0.64,40.89,9.8,2009-06
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-07-01,2009,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,435.56,3141.0,35.24,35.53,34.88,34.88,11.96,9.8,1305.9,1543.06,930.28,930.28,121.43,9.3,3035.08,3319.14,2751.03,3129.19,45.54,9.7,0.65,0.69,0.6,0.62,39.11,9.8,2009-07
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-08-01,2009,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,571.1,,34.83,35.13,34.52,34.75,11.06,9.8,858.49,1050.61,584.54,584.54,48.1,9.3,3267.68,3535.98,2999.37,3136.02,113.05,9.7,0.59,0.64,0.55,0.57,46.36,9.8,2009-08
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-10-01,2009,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1173.88,3168.0,34.47,34.73,34.21,34.43,2.66,9.8,1077.1,1300.71,853.49,1173.88,90.42,9.3,3351.42,3569.13,3133.71,3168.0,0.66,9.7,0.61,0.65,0.57,0.65,15.18,9.8,2009-10
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-11-01,2009,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1363.88,3600.0,34.46,34.68,34.25,34.27,-2.7,9.8,1373.61,1618.33,1128.89,1363.88,62.76,9.3,3183.43,3600.0,2991.09,3600.0,36.86,9.7,0.68,0.72,0.64,0.71,25.05,9.8,2009-11
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2009-12-01,2009,12,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,4000.0,34.26,34.48,34.04,34.46,-2.05,9.8,1277.8,1521.02,884.33,884.33,6.06,9.3,3769.85,4009.61,3530.1,3974.79,139.49,9.7,0.68,0.72,0.64,0.67,37.0,9.8,2009-12
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-01-01,2010,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,740.55,3360.0,34.6,34.83,34.37,34.56,-2.7,9.8,880.98,1046.84,715.11,740.55,-22.72,9.3,4196.7,4438.16,3360.0,3360.0,75.27,9.7,0.69,0.73,0.61,0.61,14.11,9.8,2010-01
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-02-01,2010,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,490.55,3106.0,34.64,34.87,34.43,34.87,-2.31,9.8,748.42,875.28,502.82,502.82,-43.2,9.3,3291.33,3571.83,3010.82,3106.0,53.69,9.7,0.58,0.62,0.55,0.56,4.72,9.8,2010-02
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-04-01,2010,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,517.77,3776.0,35.02,35.24,34.8,35.02,-1.98,9.8,622.89,724.98,520.8,532.61,-56.92,9.3,3574.28,3852.32,3296.24,3715.68,48.1,9.7,0.59,0.63,0.56,0.61,-1.56,9.8,2010-04
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-06-01,2010,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,3765.0,35.57,36.8,35.34,36.8,4.75,9.8,647.41,838.32,548.21,838.32,-30.1,9.2,3689.29,3923.21,3455.36,3763.24,29.19,9.6,0.61,0.67,0.58,0.67,4.26,9.8,2010-06
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-07-01,2010,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1053.32,3730.0,37.44,38.17,36.72,37.01,6.11,9.8,913.86,1063.68,774.2,1063.68,14.34,9.2,3833.02,4045.44,3620.59,3730.0,19.2,9.6,0.69,0.72,0.66,0.7,13.0,9.8,2010-07
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-08-01,2010,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,3450.0,37.1,37.61,36.53,36.53,5.11,9.8,1074.43,1242.21,906.65,1006.47,72.18,9.2,3760.85,3947.53,3450.0,3450.0,10.01,9.6,0.68,0.71,0.65,0.66,16.86,9.8,2010-08
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-09-01,2010,9,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1011.66,4733.0,36.5,36.95,36.05,36.75,6.49,9.8,963.39,1101.36,825.43,1034.67,10.78,9.3,3392.24,3566.99,2776.1,2776.1,-15.02,9.6,0.68,0.7,0.62,0.62,-1.34,9.8,2010-09
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-10-01,2010,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,1867.0,36.98,37.31,36.64,36.66,6.48,9.8,1026.32,1150.79,901.85,1036.57,-11.7,9.3,2595.74,2791.04,2400.44,2482.85,-21.63,9.6,0.61,0.63,0.58,0.59,-8.73,9.8,2010-10
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2010-12-01,2010,12,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,951.1,1808.0,36.6,36.85,36.34,36.59,6.16,9.8,1096.56,1192.18,979.65,979.65,10.78,9.2,2032.09,2159.32,1808.0,1808.0,-54.51,9.6,0.57,0.6,0.53,0.53,-20.81,9.8,2010-12
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-01-01,2011,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,1700.0,36.69,36.91,36.47,36.8,6.48,9.8,1005.61,1307.87,920.7,1307.87,76.61,9.2,1670.91,1779.92,1561.91,1708.77,-49.14,9.5,0.55,0.57,0.53,0.57,-5.49,9.7,2011-01
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-02-01,2011,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1226.11,1800.0,36.96,37.18,36.74,37.05,6.27,9.8,1407.84,1588.75,1226.94,1252.13,149.02,9.2,1627.57,1800.0,1536.86,1800.0,-42.05,9.5,0.58,0.6,0.56,0.57,3.35,9.7,2011-02
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-03-01,2011,3,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1918.88,3257.0,37.22,39.83,37.0,39.83,13.98,9.8,1364.3,1918.88,1205.76,1918.88,221.72,9.3,1797.2,2200.33,1696.86,2200.33,-36.77,9.6,0.59,0.72,0.57,0.72,20.01,9.8,2011-03
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-04-01,2011,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,2088.88,2655.0,40.65,41.61,39.63,39.63,13.18,9.8,1922.51,2297.65,1547.37,2088.88,292.2,9.3,2356.5,2655.25,2171.45,2655.25,-28.54,9.6,0.71,0.78,0.68,0.78,27.55,9.8,2011-04
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-05-01,2011,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,2000.0,2660.0,39.55,40.57,38.76,40.57,14.71,9.8,2396.49,2752.43,2000.0,2000.0,199.0,9.3,2915.63,3139.75,2660.0,2660.0,-26.99,9.6,0.79,0.82,0.75,0.77,23.42,9.8,2011-05
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-07-01,2011,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,555.55,4669.0,43.56,44.47,42.65,42.96,16.09,9.8,1333.82,1565.37,1102.28,1338.98,25.88,9.3,3628.7,4650.5,3325.99,4650.5,24.68,9.6,0.75,0.85,0.71,0.85,21.75,9.8,2011-07
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-10-01,2011,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1077.77,5400.0,46.02,47.12,43.43,43.43,18.46,9.8,1330.07,1493.89,1094.75,1094.75,5.61,9.2,4881.28,5348.86,4434.69,5348.86,115.43,9.6,0.83,0.88,0.79,0.87,46.81,9.8,2011-10
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2011-11-01,2011,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1282.21,4608.0,42.85,44.17,41.53,42.15,15.36,9.8,1141.26,1282.21,1001.97,1282.21,19.44,9.3,5715.39,6191.74,4608.0,4608.0,112.65,9.7,0.89,0.94,0.83,0.83,44.96,9.8,2011-11
