ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,bananas,beans,eggs,fish,maize_flour,meat_beef,meat_goat,millet,onions,oranges,rice,salt,sorghum,tomatoes,watermelons,yam,o_bananas,h_bananas,l_bananas,c_bananas,inflation_bananas,trust_bananas,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_fish,h_fish,l_fish,c_fish,inflation_fish,trust_fish,o_maize_flour,h_maize_flour,l_maize_flour,c_maize_flour,inflation_maize_flour,trust_maize_flour,o_meat_beef,h_meat_beef,l_meat_beef,c_meat_beef,inflation_meat_beef,trust_meat_beef,o_meat_goat,h_meat_goat,l_meat_goat,c_meat_goat,inflation_meat_goat,trust_meat_goat,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_oranges,h_oranges,l_oranges,c_oranges,inflation_oranges,trust_oranges,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_salt,h_salt,l_salt,c_salt,inflation_salt,trust_salt,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_watermelons,h_watermelons,l_watermelons,c_watermelons,inflation_watermelons,trust_watermelons,o_yam,h_yam,l_yam,c_yam,inflation_yam,trust_yam,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-02-01,2020,2,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,,,,,,1185.0,215.58,219.43,211.73,217.15,9.77,8.8,610.46,631.41,589.51,605.2,-5.21,8.7,1431.77,1472.12,1391.41,1446.91,24.22,9.5,320.08,330.27,309.88,319.59,15.96,8.3,463.93,475.84,452.02,461.52,-0.55,8.8,1303.35,1329.43,1277.27,1314.67,12.83,9.4,1321.28,1346.38,1296.18,1334.72,15.56,9.4,365.63,377.47,353.79,362.22,0.29,8.9,116.09,120.26,111.92,116.9,18.69,9.1,103.13,105.9,100.36,102.48,15.23,9.0,1028.41,1056.78,1000.04,1054.45,25.53,9.5,144.12,146.13,142.11,144.19,-4.32,9.2,355.78,367.14,344.41,351.44,-2.39,8.8,71.02,73.27,68.78,69.19,10.69,9.1,263.11,272.01,254.21,268.49,16.6,8.6,1219.16,1295.39,1142.92,1185.0,23.72,8.9,0.98,1.01,0.96,0.99,12.16,9.1,2020-02
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-03-01,2020,3,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,,,,,,1400.0,220.2,228.64,216.4,228.64,13.89,8.8,612.58,633.73,591.42,625.99,10.56,8.7,1475.2,1517.29,1433.11,1485.29,23.99,9.5,329.6,343.19,319.29,343.19,19.45,8.3,468.12,481.24,456.24,481.24,12.21,8.8,1333.52,1360.0,1307.04,1349.62,14.11,9.4,1354.92,1381.01,1329.59,1381.01,17.6,9.4,366.47,378.49,354.44,360.62,10.59,8.9,118.6,122.77,114.44,114.79,12.69,9.0,103.66,106.45,100.87,104.83,14.36,9.0,1094.48,1124.65,1064.3,1077.16,26.67,9.5,143.76,145.74,141.11,141.11,-2.8,9.2,356.43,368.01,344.84,365.3,9.9,8.8,70.1,73.16,67.85,73.16,12.99,9.1,274.43,290.79,265.22,290.79,22.29,8.6,1240.84,1400.0,1168.71,1400.0,32.3,8.9,1.0,1.03,0.98,1.03,15.75,9.1,2020-03
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-04-01,2020,4,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,344.57,,,,,,,,1691.83,233.21,239.13,227.29,237.24,15.68,8.8,640.88,664.19,617.58,618.61,30.77,8.7,1513.27,1557.25,1469.3,1530.27,24.57,9.5,357.25,368.34,346.15,364.42,23.15,8.3,491.97,506.38,477.56,486.67,25.54,8.8,1371.85,1398.92,1344.77,1383.91,16.26,9.4,1406.68,1432.84,1380.52,1423.56,19.68,9.4,363.72,376.03,344.57,344.57,29.54,8.9,115.46,119.54,111.39,115.01,13.65,9.0,106.38,109.24,103.53,106.73,15.54,9.0,1095.57,1125.36,1065.79,1099.73,28.93,9.5,140.45,142.4,138.5,140.76,-0.21,9.2,372.79,385.45,360.13,367.72,27.32,8.8,75.58,77.95,73.21,76.82,12.42,9.1,300.31,310.27,290.34,307.76,27.3,8.6,1465.51,1626.38,1363.92,1626.38,37.36,8.9,1.05,1.07,1.03,1.06,19.85,9.1,2020-04
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-06-01,2020,6,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,399.0,,,1120.74,,,,,1498.35,242.82,247.08,238.57,240.56,17.44,8.8,663.68,690.5,636.86,671.91,14.81,8.8,1582.47,1629.87,1535.07,1560.28,29.0,9.6,383.25,395.37,369.55,369.55,36.47,8.3,517.52,532.15,502.9,518.2,19.24,8.8,1424.2,1452.08,1396.32,1411.25,21.43,9.4,1485.97,1512.87,1459.06,1467.55,24.58,9.4,391.57,416.68,366.45,399.0,13.2,9.0,120.5,124.66,116.35,116.44,24.7,9.1,112.2,115.2,109.19,109.24,23.98,9.1,1148.56,1177.56,1119.56,1120.74,30.74,9.5,136.14,138.06,134.0,134.0,-6.44,9.2,398.22,413.23,383.22,402.98,15.56,8.9,84.77,87.5,81.94,81.94,17.43,9.1,313.92,324.58,303.26,307.33,38.51,8.6,1605.86,1716.59,1495.12,1498.35,41.93,9.0,1.1,1.12,1.08,1.08,22.17,9.1,2020-06
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-07-01,2020,7,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,1243.42,,,,,1999.92,243.09,249.22,238.8,249.22,20.41,8.8,684.59,708.12,661.05,693.48,15.62,8.8,1579.22,1687.68,1531.29,1687.68,38.43,9.6,370.47,400.02,358.59,400.02,45.78,8.3,528.09,541.17,515.02,534.88,20.67,8.8,1427.65,1465.48,1399.76,1465.48,25.0,9.4,1490.48,1517.34,1463.62,1514.13,27.65,9.4,412.33,425.76,398.9,418.51,16.79,9.0,117.92,125.98,113.86,125.98,33.48,9.1,110.46,115.04,107.49,115.04,29.32,9.1,1128.0,1231.02,1097.45,1231.02,42.38,9.5,133.28,135.16,131.41,134.13,-6.54,9.3,411.91,424.64,399.17,419.87,18.18,8.9,83.24,87.5,80.48,87.5,24.6,9.1,310.78,323.24,300.2,323.24,43.52,8.6,1521.62,1999.92,1421.16,1999.92,86.38,9.0,1.09,1.16,1.07,1.16,29.49,9.1,2020-07
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-08-01,2020,8,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,1309.97,,,,,2703.1,252.91,260.59,247.6,260.59,27.78,8.8,709.7,765.65,685.08,765.65,25.65,8.8,1755.32,1848.47,1706.75,1848.47,53.06,9.6,409.87,430.25,396.85,430.25,61.78,8.3,545.64,574.91,531.38,574.91,29.64,8.8,1492.14,1526.13,1463.09,1526.13,31.31,9.4,1542.93,1570.54,1515.31,1562.6,32.92,9.5,430.74,451.64,416.52,451.64,24.66,9.0,129.72,134.19,125.25,133.28,41.94,9.1,117.1,120.24,113.96,120.03,36.48,9.1,1317.53,1372.45,1262.62,1309.97,55.95,9.5,133.69,135.55,131.83,134.31,-7.63,9.3,428.87,454.56,414.6,454.56,27.33,8.9,89.59,92.5,86.69,91.39,34.26,9.1,332.12,346.7,320.98,346.7,57.42,8.6,2051.11,2486.7,1805.95,2486.7,146.11,9.0,1.19,1.24,1.17,1.24,40.31,9.1,2020-08
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-09-01,2020,9,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,465.97,,,,,,,,,266.77,272.58,257.22,257.22,22.29,8.8,793.89,840.84,746.95,820.34,40.74,8.8,1919.25,1970.74,1828.79,1828.79,38.98,9.6,442.48,456.52,409.28,409.28,35.77,8.3,592.49,615.04,569.94,598.08,33.77,8.8,1557.0,1587.28,1518.95,1518.95,24.64,9.4,1594.23,1622.52,1563.94,1563.94,27.15,9.4,469.77,489.86,449.67,465.97,33.16,9.0,137.76,142.47,133.05,136.35,27.14,9.1,122.46,125.74,119.19,120.26,24.52,9.1,1355.34,1402.5,1308.19,1324.03,53.78,9.5,133.96,138.9,132.12,138.9,-4.05,9.2,468.09,488.24,447.93,469.92,36.09,8.9,92.46,95.55,86.75,86.75,22.79,9.1,356.56,368.51,337.02,337.02,37.54,8.6,2430.97,2746.55,2115.39,2129.73,70.08,9.0,1.28,1.31,1.22,1.22,30.73,9.1,2020-09
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-10-01,2020,10,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,496.32,,,1397.45,,,,,2243.16,257.55,263.78,251.33,257.71,21.11,8.8,845.05,876.98,813.11,848.43,44.22,8.8,1837.48,1887.5,1787.46,1816.2,31.22,9.6,415.7,429.2,402.19,408.37,30.27,8.3,612.6,627.0,598.2,616.87,36.81,8.8,1535.05,1565.24,1504.87,1518.95,20.02,9.4,1587.07,1615.44,1546.94,1546.94,21.26,9.4,476.95,496.32,461.68,496.32,40.04,9.0,140.75,145.53,135.98,140.2,22.49,9.1,121.78,125.07,118.5,121.78,20.84,9.1,1340.37,1397.45,1297.63,1397.45,57.55,9.5,139.0,142.1,136.97,142.1,-1.94,9.2,480.3,494.15,466.45,476.51,37.81,8.9,85.67,88.52,82.83,85.3,20.9,9.1,337.77,349.38,326.15,337.53,32.32,8.6,2032.16,2276.52,1787.8,2062.45,65.79,9.0,1.23,1.26,1.2,1.23,27.72,9.1,2020-10
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-11-01,2020,11,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,,,,,,1930.73,260.56,264.52,256.6,258.51,22.02,8.8,865.48,894.64,836.32,884.18,50.46,8.8,1842.83,1893.78,1791.88,1864.47,34.87,9.6,399.27,412.7,385.83,404.83,30.96,8.3,629.47,645.58,613.36,626.95,39.51,8.8,1533.72,1563.77,1503.67,1536.28,21.4,9.4,1562.24,1590.69,1533.79,1585.06,24.06,9.4,513.72,534.19,493.24,513.92,45.46,9.0,142.18,147.05,137.31,139.9,23.23,9.1,123.33,126.65,120.0,122.31,22.29,9.1,1459.22,1505.95,1344.87,1344.87,41.59,9.5,142.19,144.29,140.09,140.6,-3.14,9.2,484.22,500.03,468.42,493.85,43.45,8.9,84.82,87.69,81.95,85.11,22.71,9.1,343.14,354.8,331.49,338.67,33.2,8.6,2030.08,2232.0,1828.15,1930.73,61.7,9.0,1.24,1.27,1.21,1.23,28.29,9.1,2020-11
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2020-12-01,2020,12,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,518.97,,,,,,,,2205.39,260.02,264.71,255.33,264.53,23.91,8.8,905.27,938.19,872.36,883.37,47.89,8.8,1905.32,1958.76,1851.88,1916.69,36.31,9.6,402.68,422.57,389.4,422.57,34.51,8.3,637.58,653.68,621.48,635.81,39.89,8.8,1555.65,1585.88,1525.43,1561.29,21.53,9.4,1607.65,1636.63,1578.67,1601.09,23.69,9.4,526.59,543.27,509.9,518.97,45.21,9.0,140.6,145.42,135.78,142.07,21.25,9.2,123.83,127.17,120.49,124.05,21.58,9.1,1319.5,1378.14,1260.87,1318.15,35.33,9.5,140.24,142.29,138.19,140.36,-3.92,9.2,503.9,520.58,487.22,494.71,42.77,8.9,85.17,88.1,82.24,87.07,26.47,9.1,343.2,354.92,331.48,352.29,35.71,8.6,1910.32,2205.39,1743.86,2205.39,85.48,9.0,1.24,1.27,1.22,1.26,29.83,9.1,2020-12
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2021-01-01,2021,1,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,566.23,,,1307.0,,,,,2859.16,269.05,283.51,263.98,283.51,32.34,8.8,892.91,977.12,859.57,977.12,62.78,8.9,1955.55,2030.47,1899.5,2030.47,43.54,9.6,446.19,461.14,432.3,461.14,46.53,8.3,645.86,685.65,629.53,685.65,49.88,8.8,1583.1,1619.32,1552.55,1619.32,25.67,9.5,1621.48,1650.36,1592.61,1644.69,26.05,9.5,526.79,566.23,509.19,566.23,56.96,9.0,143.58,148.43,138.73,146.26,26.07,9.3,125.69,130.1,122.3,130.1,27.69,9.1,1327.16,1373.71,1280.61,1307.0,30.44,9.6,139.98,144.04,137.97,144.04,-0.38,9.3,502.06,531.19,485.53,531.19,51.64,8.9,88.26,91.31,85.21,89.76,28.12,9.1,360.68,396.15,348.47,396.15,52.41,8.6,2209.75,2859.16,2008.26,2859.16,144.37,9.0,1.28,1.35,1.25,1.35,38.89,9.1,2021-01
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2021-02-01,2021,2,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,569.25,,,1272.0,,,,,3190.0,290.6,299.66,281.54,285.88,31.66,8.8,1018.27,1085.73,943.52,943.52,55.9,8.9,2094.63,2209.11,2035.69,2209.11,52.68,9.6,478.51,493.66,463.36,477.88,49.53,8.4,706.69,735.93,676.32,676.32,46.54,8.9,1649.11,1720.26,1617.39,1720.26,30.85,9.5,1671.17,1706.63,1641.64,1706.63,27.86,9.5,590.99,622.94,559.04,569.25,57.16,9.1,148.86,153.82,143.9,148.37,26.93,9.4,132.56,136.12,129.0,132.82,29.61,9.1,1315.63,1356.26,1272.0,1272.0,20.63,9.6,144.04,146.16,140.52,140.52,-2.55,9.4,545.19,568.37,522.01,524.03,49.11,8.9,91.8,95.01,88.6,92.08,33.08,9.1,413.17,426.82,399.52,406.8,51.52,8.6,2807.86,3169.91,2445.81,3086.5,160.46,9.0,1.4,1.43,1.36,1.4,41.3,9.1,2021-02
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2021-03-01,2021,3,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,1307.0,,,,,3034.5,289.75,293.86,285.64,286.39,25.26,8.8,941.85,996.02,887.68,959.49,53.28,8.9,2295.28,2357.19,2220.28,2220.28,49.48,9.6,473.19,488.84,457.55,475.65,38.6,8.4,684.53,706.95,662.1,684.97,42.33,8.9,1762.23,1796.53,1727.93,1773.48,31.41,9.5,1740.21,1831.73,1709.37,1831.73,32.64,9.5,577.17,599.65,554.69,572.25,58.69,9.1,151.26,156.25,146.27,147.48,28.48,9.4,135.0,138.63,131.36,132.57,26.46,9.1,1266.31,1307.0,1226.77,1307.0,21.34,9.6,139.94,142.05,137.84,140.19,-0.65,9.5,531.25,549.97,512.54,531.38,45.47,8.9,94.59,97.95,91.23,93.12,27.28,9.1,411.91,425.95,397.87,405.25,39.36,8.6,2918.64,3264.27,2573.02,3034.5,116.75,9.0,1.43,1.46,1.4,1.43,38.79,9.2,2021-03
NGA,Nigeria,Adamawa,Hong,Mubi,10.27,13.26,gid_102700000132600000,2021-04-01,2021,4,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,553.23,,,,,,,,2256.87,287.78,293.17,272.19,272.19,14.73,8.8,981.83,1015.2,948.46,950.33,53.62,8.9,2242.92,2305.38,2088.81,2088.81,36.5,9.6,466.53,482.05,432.64,432.64,18.72,8.4,694.42,711.26,665.04,665.04,36.65,8.9,1806.84,1842.02,1722.74,1722.74,24.48,9.5,1885.21,1921.68,1762.67,1762.67,23.82,9.5,579.68,598.53,553.23,553.23,60.56,9.1,148.83,153.77,139.35,139.35,21.17,9.4,134.06,137.68,124.9,124.9,17.02,9.1,1346.38,1386.72,1293.62,1293.62,17.63,9.6,139.74,141.79,137.69,139.11,-1.18,9.5,538.97,555.79,522.14,529.09,43.88,8.9,95.58,99.04,91.78,91.78,19.49,9.1,410.38,424.4,363.12,363.12,17.99,8.6,2867.32,3160.0,2256.87,2256.87,38.77,9.0,1.45,1.48,1.33,1.33,25.4,9.2,2021-04
