ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,groundnuts,maize,millet,rice,sorghum,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-01-01,2007,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,407.05,415.25,399.16,407.06,,7.4,620.56,634.69,606.95,620.58,,7.3,162.43,173.39,161.79,164.73,,7.2,216.05,225.37,206.83,216.09,,7.6,349.65,358.67,341.05,349.68,,8,199.77,207.7,191.72,199.77,,7.5,0.96,0.98,0.95,0.97,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-02-01,2007,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,407.22,415.26,399.17,409.98,,7.4,620.85,634.72,606.98,622.71,,7.3,169.97,175.85,164.09,175.31,,7.2,216.14,225.42,206.87,217.5,,7.6,349.89,358.7,341.07,350.44,,8,199.71,207.7,191.72,199.63,,7.5,0.97,0.99,0.95,0.97,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-03-01,2007,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,410.39,417.65,403.12,414.17,,7.4,623.16,638.29,608.03,636.66,,7.3,181.4,188,175.25,188,,7.2,217.28,225.99,208.57,220.43,,7.6,350.52,358.72,342.32,348.78,,8,199.66,207.13,192.19,200.12,,7.5,0.98,1,0.96,0.99,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-04-01,2007,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,414.83,421.51,388.02,388.02,,7.4,639.78,654.39,625.17,640,,7.3,194.48,201.01,187.95,200.3,,7.2,220.13,228.02,212.24,221.39,,7.6,348.44,356.13,340.74,348.46,,8,200.08,207.1,146.33,146.33,,7.5,1,1.01,0.96,0.96,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-05-01,2007,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,385.62,396.05,375.19,382.56,,7.4,640.5,656.35,624.65,628.6,,7.3,205.08,211.92,198.12,198.12,,7.2,220.56,227.36,213.77,222.6,,7.6,348.48,355.8,341.17,349.58,,8,147.7,156.14,139.25,144.66,,7.5,0.95,0.97,0.94,0.95,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-06-01,2007,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,379.79,388.92,370.66,386.55,,7.4,626.24,645.09,611.16,645.09,,7.3,196.29,202.97,189.61,199.74,,7.2,221.86,227.51,216.21,221.73,,7.6,349.79,356.86,342.72,349.65,,8,144.22,152.03,136.42,142.81,,7.5,0.95,0.96,0.93,0.96,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-07-01,2007,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,387.29,395.79,378.8,386.36,,7.4,648.96,661.82,636.11,640.16,,7.3,196.42,202.99,189.86,200.75,,7.2,220.79,225.26,216.33,221.38,,7.6,349.61,356.47,342.75,351.03,,8,143.06,150.25,135.87,144.7,,7.5,0.96,0.98,0.94,0.96,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-08-01,2007,8,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,387.17,424.19,379.65,424.19,,7.4,638.68,655.33,624.8,655.33,,7.3,196.92,203.37,190.47,199.81,,7.2,220.79,224.16,217.43,222.36,,7.6,351.28,363.81,344.54,363.81,,8,144.52,163.95,137.71,163.95,,7.5,0.96,1,0.95,1,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-09-01,2007,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,428.46,444.19,412.72,423,,7.4,659.12,671.87,646.37,661.5,,7.3,195.6,201.86,189.34,195.01,,7.2,221.9,224.33,219.47,221.22,,7.6,366.13,382.41,358.16,382.41,,8,163.02,190.94,154.14,190.94,,7.5,1.01,1.03,1,1.02,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-10-01,2007,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,426.28,440.18,412.39,416.47,,7.4,662.33,677.07,647.6,653.32,,7.3,190.14,196.08,184.21,186.73,,7.2,220.55,222.19,218.92,221.87,,7.6,385.22,394.83,375.62,382.27,,8,189.9,202.22,177.58,182.65,,7.5,1.04,1.06,1.01,1.01,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-11-01,2007,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,414.42,426.91,401.93,405.25,,7.4,651.79,666.75,636.84,643.91,,7.3,181.49,187.04,175.95,177.87,,7.2,221.62,222.75,220.49,221.48,,7.6,381.2,390.16,372.24,374.84,,8,183.39,194.48,172.31,175.12,,7.5,1.01,1.03,0.99,0.99,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2007-12-01,2007,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,403.11,414.25,382.31,382.31,,7.4,641.85,657,626.7,636.41,,7.3,173.34,178.51,167.64,167.64,,7.2,221.02,221.99,220.05,221.36,,7.6,373.44,381.93,364.95,374.33,,8,175.18,185.24,145.65,145.65,,7.5,0.98,1,0.95,0.95,,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-01-01,2008,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,379.33,390.87,367.8,373.06,-8.35,7.4,634.96,650.46,616.94,616.94,-0.59,7.3,164.02,168.84,146.05,146.05,-11.34,7.2,221.09,222.21,219.98,221.86,2.67,7.6,374.45,382.48,366.42,379.14,8.42,8,146.77,156.48,137.05,144.68,-27.58,7.5,0.94,0.96,0.92,0.93,-3.89,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-02-01,2008,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,370.66,380.79,360.53,376.4,-8.19,7.4,612.79,625.42,600.16,618.24,-0.72,7.3,141.02,145.9,136.14,144.89,-17.35,7.2,221.64,223.02,220.27,222.12,2.12,7.6,379.95,387.87,372.03,376.62,7.47,8,144.3,153.29,135.31,147.65,-26.04,7.5,0.92,0.94,0.9,0.93,-4.54,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-03-01,2008,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,376.77,386,367.54,378.66,-8.57,7.4,618.87,632.68,605.06,629.87,-1.07,7.3,145.6,150.35,140.85,145.99,-22.35,7.2,221.82,223.44,220.21,221.95,0.69,7.6,375.89,387.64,368.24,387.64,11.14,8,147.65,156.22,139.08,151.27,-24.41,7.5,0.93,0.95,0.91,0.94,-4.62,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-04-01,2008,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,379.76,398.27,371.53,398.27,2.64,7.4,632.22,646.05,618.39,635.73,-0.67,7.3,150.31,154.96,145.66,150.32,-24.95,7.2,221.66,223.46,219.85,222.05,0.3,7.6,389.82,398.33,381.31,388.39,11.46,8,151.09,178.43,142.87,178.43,21.94,7.5,0.95,0.97,0.94,0.97,1.48,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-05-01,2008,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,400.72,410.98,384.62,384.62,0.54,7.4,636.98,651.86,622.11,633.45,0.77,7.3,157.14,161.79,152.49,159.18,-19.66,7.2,221.84,223.79,219.89,222.1,-0.22,7.6,387.88,396.01,379.74,386.81,10.65,8,177.02,188.84,152.66,152.66,5.53,7.5,0.99,1.01,0.96,0.96,0.66,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-06-01,2008,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,384.85,396.37,374.55,396.37,2.54,7.4,632.87,648.24,617.5,644.83,-0.04,7.3,168.13,172.92,163.33,170.82,-14.48,7.2,221.89,223.93,219.84,220.84,-0.4,7.6,386.48,394.29,378.68,390.35,11.64,8,154.14,164.75,143.53,160.03,12.06,7.5,0.96,0.98,0.95,0.98,1.94,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-07-01,2008,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,395.91,411.79,385.67,411.79,6.58,7.4,647.48,662.45,632.68,662.45,3.48,7.3,180.7,185.72,175.67,178.09,-11.29,7.2,220.6,222.71,218.49,220.3,-0.49,7.6,391,398.74,383.26,398.33,13.47,8,159.09,177.82,148.64,177.82,22.89,7.5,0.99,1.01,0.97,1.01,5.37,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-08-01,2008,8,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,414.82,425.84,403.8,406.87,-4.08,7.4,666.16,679.96,652.35,659.01,0.56,7.3,185.4,190.51,180.28,183.27,-8.27,7.2,220.34,222.48,218.19,221.04,-0.59,7.6,399.57,407.61,391.35,391.35,7.57,8,177.3,189.16,165.44,168.74,2.92,7.5,1.02,1.04,1,1,0.04,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-09-01,2008,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,407.46,426.93,397.48,426.93,0.93,7.4,658.12,672.63,643.61,669.69,1.24,7.3,187.55,192.67,182.43,186.82,-4.2,7.2,221.16,223.34,218.99,219.55,-0.75,7.6,389.67,397.82,381.59,397.82,4.03,8,169.32,200.04,158.69,200.04,4.76,7.5,1,1.04,0.99,1.04,1.29,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-10-01,2008,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,427.99,439.69,416.29,430.64,3.4,7.4,672.23,686.62,657.85,670.62,2.65,7.3,188.48,193.55,183.4,184.13,-1.39,7.2,219.42,221.62,217.22,218.15,-1.68,7.6,399.35,407.69,391.01,404.08,5.71,8,198.05,212.6,183.51,199.82,9.41,7.5,1.04,1.06,1.02,1.04,3.14,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-11-01,2008,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,432.75,443.19,413.29,413.29,1.98,7.4,670.52,685.92,634.49,634.49,-1.46,7.3,182.47,187.38,171.41,171.41,-3.63,7.2,218.34,220.56,216.12,219.32,-0.98,7.6,404.8,413.08,367.72,367.72,-1.9,8,200.59,214.09,187.08,199.2,13.75,7.5,1.04,1.06,0.99,0.99,0.35,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2008-12-01,2008,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,411.15,422.15,400.14,407.97,6.71,7.4,627.14,636.61,617.68,628.12,-1.3,7.3,166.07,174.86,161.29,174.86,4.31,7.2,219.75,221.99,217.51,221.27,-0.04,7.6,361.41,374.2,348.62,349.8,-6.55,8,198.94,211.47,186.41,199.94,37.28,7.5,0.98,1,0.96,0.98,2.81,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-01-01,2009,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,405.55,440.44,395.92,440.44,18.06,7.4,627.23,688.94,622.27,688.94,11.67,7.3,173.29,178.27,168.31,177.51,21.54,7.2,221.43,223.7,219.15,221.28,-0.26,7.6,348.33,417.06,336.96,417.06,10,8,200,211.7,188.3,198.44,37.16,7.5,0.97,1.06,0.95,1.06,13.92,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-02-01,2009,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,444.19,460.28,428.11,444.16,18,7.4,699.84,724.67,675.01,706.12,14.21,7.3,177.73,184.73,172.76,184.73,27.49,7.2,221.06,223.32,216.51,216.51,-2.52,7.6,427.1,471,406.95,471,25.06,8,198.49,209.3,187.67,198.48,34.43,7.5,1.07,1.1,1.04,1.1,17.77,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-03-01,2009,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,447.84,462.08,433.61,446.3,17.86,7.4,709.22,727.98,690.45,708.64,12.51,7.3,187.15,192.33,181.98,186.41,27.69,7.2,216.21,218.65,209.97,209.97,-5.4,7.6,478.49,502.75,454.24,474.52,22.41,8,198.47,208.54,188.39,199.34,31.78,7.5,1.11,1.15,1.08,1.1,16.17,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-04-01,2009,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,445.62,458.2,433.04,446.24,12.05,7.4,709.4,721.97,696.84,701.46,10.34,7.3,187.72,192.79,182.64,191.3,27.26,7.2,210.42,217.01,207.56,217.01,-2.27,7.6,472.44,493.66,451.22,461.22,18.75,8,199.31,208.75,189.87,199.61,11.87,7.5,1.11,1.14,1.08,1.09,12.35,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-05-01,2009,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,445.79,456.87,434.71,440.16,14.44,7.4,699.71,706.04,693.37,696.29,9.92,7.3,192.88,197.98,187.79,189.63,19.13,7.2,218.92,222.44,215.4,221.82,-0.13,7.6,458.5,476.82,440.17,447.95,15.81,8,199.61,208.43,190.78,199.2,30.49,7.5,1.1,1.12,1.07,1.08,13.22,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-06-01,2009,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,439.37,449.21,429.53,438.22,10.56,7.4,695.41,702.93,687.36,687.36,6.6,7.3,189.12,194.06,184.19,186.13,8.96,7.2,221.81,225.62,218.01,222.18,0.61,7.6,445.84,461.84,429.85,432.14,10.71,8,199.22,207.44,190.99,200.19,25.09,7.5,1.08,1.11,1.05,1.07,9.23,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-07-01,2009,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,437.38,446.06,428.7,441.72,7.27,7.4,685.34,695.83,674.85,688.11,3.87,7.3,184.34,192.12,179.61,192.12,7.87,7.2,221.58,225.32,217.84,224.88,2.08,7.6,429.79,444.1,415.48,431.57,8.35,8,200.14,207.88,192.4,200.59,12.81,7.5,1.06,1.09,1.04,1.07,6.36,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-08-01,2009,8,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,442.01,449.94,421.52,421.52,3.6,7.4,688.49,701.47,648.86,648.86,-1.54,7.3,192.93,197.87,187.98,195.31,6.57,7.2,224.52,228.17,220.87,220.94,-0.05,7.6,432.19,444.99,358.42,358.42,-8.41,8,200.59,207.86,193.33,200.66,18.92,7.5,1.07,1.1,1.01,1.01,0.76,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-09-01,2009,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,419.79,429.4,410.18,418.73,-1.92,7.4,640.56,654.45,626.66,638.48,-4.66,7.3,196.32,201.22,191.42,194.38,4.05,7.2,219.87,232.75,216.41,232.75,6.01,7.6,350.74,367.23,334.26,350.74,-11.83,8,200.66,207.48,193.84,201.39,0.68,7.5,1,1.02,0.97,1,-3.06,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-10-01,2009,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,416.69,425.15,408.24,415.7,-3.47,7.4,636.99,643.14,630.61,630.61,-5.97,7.3,194.12,198.86,189.37,193.74,5.22,7.2,233.33,238.09,227.35,227.35,4.22,7.6,351.66,365.72,337.59,340.84,-15.65,8,201.36,207.79,194.92,199.89,0.03,7.5,1,1.03,0.98,0.99,-4.71,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-11-01,2009,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,415.72,423.19,398.43,398.43,-3.6,7.4,628.57,635.34,621.79,623.34,-1.76,7.3,193.11,197.71,185.82,185.82,8.41,7.2,224.72,229.85,219.59,223.77,2.03,7.6,339.49,351.95,327.03,329.73,-10.33,8,199.97,205.99,179.48,179.48,-9.9,7.5,0.99,1.02,0.96,0.96,-3.23,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2009-12-01,2009,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,396.73,412.91,388.11,412.91,1.21,7.4,622.12,658.56,611.91,658.56,4.85,7.3,183.26,190.2,178.82,190.2,8.77,7.2,223.17,228.19,218.15,221.63,0.16,7.6,328.56,390.53,317.48,390.53,11.64,8,180.3,187,173.6,176.56,-11.7,7.5,0.96,1.01,0.93,1.01,3.45,7.7
MLI,Mali,Kidal,Kidal,Abeibara,18.44,1.42,gid_18440000014200000,2010-01-01,2010,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,413.22,438.81,403.36,438.81,-0.37,7.4,666.64,715.15,651.33,715.15,3.8,7.3,190.91,218.75,186.32,218.75,23.23,7.2,221.36,226.04,216.67,217.97,-1.5,7.6,399.89,448.74,380.88,448.74,7.6,8,176.38,182.63,170.14,176.62,-11,7.5,1.03,1.09,1,1.09,3.38,7.7
