ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,millet,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2019-07-01,2019,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,217,300,217,179.39,188.4,170.39,181.24,-1.85,8.7,201.25,217,193.66,217,22.98,9,297.35,304.77,289.93,300,9.09,9.2,214.73,222.46,207,217,-28.73,8.5,0.94,0.96,0.91,0.96,-2.7,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2019-08-01,2019,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,184,225,313,200,181.04,190.19,171.89,184,-1.6,8.8,219.66,230.79,208.53,225,23.86,9.1,300.01,313,294.68,313,13,9.4,217.65,224.81,200,200,-34.83,8.5,0.96,0.99,0.93,0.96,-3.21,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2019-09-01,2019,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,180,220,,,183.7,193.05,174.35,180,-2.4,8.9,228.24,237.15,219.33,220,13.99,9.3,313.05,320.75,305.36,306.93,8.1,9.4,200.67,210.12,191.22,209.67,-33.66,8.6,0.97,1,0.94,0.96,-6.22,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2019-10-01,2019,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,182.5,,310,,180.2,189.4,171,182.5,-1.35,8.8,218.25,227.27,209.23,225.55,32.68,9.2,306.91,312.87,300.94,310,5.69,9.3,208.28,217.64,198.92,211.61,-33.25,8.6,0.96,0.99,0.93,0.97,-3.69,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2019-11-01,2019,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,182.38,193.68,172.99,193.68,6.55,8.7,227.03,236.16,217.9,233.65,22.97,9.2,310.01,314.69,304.94,304.94,1.84,9.1,215.38,223.61,207.15,221.67,-24.09,8.6,0.98,1.01,0.95,1,-0.96,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2019-12-01,2019,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,210,250,296.25,225,192.69,210,182.72,210,16.67,8.7,235.28,250,225.96,250,31.58,9.2,304.92,309.31,296.25,296.25,-1.25,9.1,223.78,231.96,215.61,225,-15.64,8.6,1,1.04,0.97,1.03,4.76,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-01-01,2020,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,190,225,,211,208.19,218.91,190,190,7.34,8.8,253.83,265.56,225,225,21.59,9.2,296.22,306.47,290.9,306.47,2.56,9.3,226.98,234.47,211,211,-7.46,8.6,1.03,1.07,0.97,0.97,4.91,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-02-01,2020,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225,,,,190.81,225,181.19,225,25,8.7,221.09,235.4,206.77,222.5,23.61,9.2,306.51,313.25,299.98,313.25,5.19,9.1,210.53,219.82,201.24,214.32,-9.66,8.6,0.96,1.02,0.93,1.02,8.94,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-03-01,2020,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,193.75,,325,,222.08,232.84,193.75,193.75,5.87,8.7,220.62,229.24,212,213,13.55,9.2,313.28,325,307.48,325,8.33,9.1,212.03,220.32,203.75,215.03,-6.33,8.6,1.03,1.07,0.99,0.99,5.18,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-04-01,2020,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,308.53,210.62,194.93,203.94,184.23,184.23,2.6,8.7,212.11,220.76,203.47,220.63,17.35,9.2,325.05,332.37,308.53,308.53,4.75,9,216.92,224.42,209.42,210.62,-6.81,8.7,0.98,1.01,0.95,0.97,4.04,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-05-01,2020,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,185.37,193.96,176.79,192.13,9.16,8.6,221.03,244.09,211.84,244.09,22.28,9,308.47,317.4,299.54,312.77,9.74,9,211.41,222.06,204.15,222.06,0.9,8.5,0.96,1.02,0.93,1.02,10.26,8.7
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-06-01,2020,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,260,,,191.93,200.92,182.94,200.68,11.77,8.6,250.48,265.06,235.91,260,30,9,312.78,319.22,306.34,311.47,4.76,9,221.99,236.12,213.39,236.12,9.93,8.5,1.03,1.06,1,1.05,13.08,8.7
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-07-01,2020,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,267.5,310,250,199.89,209.32,186.69,186.69,3.01,8.6,263.54,274.5,252.59,267.5,23.27,9,311.46,316.15,306.78,310,3.33,9,239.85,250.33,229.38,250,15.21,8.5,1.06,1.1,1.03,1.06,10.81,8.7
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-08-01,2020,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,295,,,187.44,206.83,178.69,206.83,12.41,8.4,269.64,295,259.39,295,31.11,8.7,309.99,313.81,306.18,310.05,-0.94,8.9,253.32,263.95,241.97,241.97,20.99,8.3,1.06,1.1,1.03,1.1,14.3,8.6
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-09-01,2020,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,266.67,310,,205.38,214.91,195.84,202.47,12.48,8.4,300.78,317.41,266.67,266.67,21.21,8.5,310.05,313.42,306.69,310,1,8.9,242.11,252.26,231.97,240.17,14.54,8.4,1.11,1.15,1.07,1.07,11.2,8.6
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-10-01,2020,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,281,,,202.27,211.67,192.86,193.28,5.91,8.3,263.08,281,246.02,281,24.58,8.3,310,313.18,306.82,311.29,0.42,9,236.67,245.47,227.5,227.5,7.51,8.2,1.05,1.09,1.02,1.06,8.97,8.5
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-11-01,2020,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,173.75,,310,225,193.91,202.92,173.75,173.75,-10.29,8.5,281.56,295.27,254.38,254.38,8.87,8.6,311.3,314.47,308.12,310,1.66,9.1,226.09,234.53,217.66,225,1.5,8.5,1.06,1.09,1.01,1.01,0.96,8.7
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2020-12-01,2020,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,312.5,,175.35,184.76,167.39,184.76,-12.02,8.3,251.95,266.51,228.69,228.69,-8.52,8.3,310,313.15,306.84,312.5,5.49,8.9,223.07,230.58,215.56,230.53,2.46,8.4,0.99,1.02,0.96,1,-2.52,8.5
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-01-01,2021,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,183.75,203.75,317.5,233.33,184.48,192.96,176,183.75,-3.29,8.4,221.66,234.41,203.75,203.75,-9.44,8.4,312.51,317.5,309.17,317.5,3.6,8.9,231,238.9,223.09,233.33,10.58,8.6,1,1.03,0.97,0.98,0.63,8.6
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-02-01,2021,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,183.75,203.75,317.5,233.33,183.72,192.23,175.22,183.75,-18.33,8.6,200.13,210.66,189.61,203.75,-8.43,8.5,317.52,321.55,313.49,317.5,1.36,9.1,235.06,242.5,227.62,233.33,8.87,8.8,0.98,1.01,0.94,0.98,-3.77,8.7
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-03-01,2021,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,220,,325,236.25,183.74,220,175.17,220,13.55,8.6,202.17,211.81,194.24,211.81,-0.56,8.6,317.5,325,314,325,0,9.1,233.38,240.44,226.31,236.25,9.87,8.9,0.98,1.04,0.95,1.04,4.89,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-04-01,2021,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,227.5,,325,,216.78,227.5,207.25,227.5,23.49,8.6,214.66,223.78,205.54,220.69,0.03,8.7,325.03,329.98,320.08,325,5.34,9.1,235.75,243.2,228.75,243.2,15.47,8.9,1.05,1.09,1.02,1.06,10,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-05-01,2021,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225,230,325,,225.62,235.5,215.74,225,17.11,8.8,221.95,230.73,213.16,230,-5.77,8.9,325,328.96,321.04,325,3.91,9.3,243.95,251.71,236.18,248.06,11.71,9.1,1.07,1.1,1.04,1.07,5.87,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-06-01,2021,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,226.67,325,,224.49,234.35,214.63,233.34,16.28,8.9,232.76,242.19,223.34,226.67,-12.82,9,325,328.51,321.49,325,4.35,9.3,249.27,272.45,241.57,272.45,15.39,9.4,1.08,1.11,1.04,1.11,4.88,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-07-01,2021,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,340,,232.45,242.73,222.18,240.42,28.78,8.8,225.84,234.79,216.89,228.77,-14.48,8.9,325,340,321.68,340,9.68,9.1,273.86,287.68,251.96,251.96,0.78,9.4,1.11,1.15,1.08,1.11,4.63,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-08-01,2021,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,230,345,,239.49,250.14,228.85,245.91,18.9,8.8,229.16,237.88,220.45,230,-22.03,8.9,340.06,348.25,331.87,345,11.27,9.2,253.86,267.78,239.94,246.07,1.69,9.7,1.11,1.15,1.07,1.12,1.25,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-09-01,2021,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,230,395,,245.1,261.57,234.14,261.57,29.19,8.8,230.35,239.01,221.7,230,-13.75,8.9,345.02,395,338.75,395,27.42,9.2,239.96,251.64,228.28,247.18,2.92,9.7,1.12,1.19,1.08,1.19,11.23,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-10-01,2021,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,375,,259.93,271.56,248.29,259.76,34.39,8.8,229.99,238.64,221.35,228.98,-18.51,8.9,395.17,416.46,373.88,375,20.47,9.1,245.58,256.01,235.16,239.64,5.34,10,1.21,1.24,1.15,1.15,8.91,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-11-01,2021,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,229,226,,,259.28,270.93,229,229,31.8,8.8,228.8,237.42,220.18,226,-11.16,8.9,374.93,390.67,352.23,352.23,13.62,9.1,240.39,249.53,231.25,246.7,9.65,9.7,1.14,1.18,1.1,1.1,9.43,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2021-12-01,2021,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,245,236,330,,230.99,245,220.97,245,32.6,8.9,225.36,236,216.78,236,3.2,9.1,352.14,366.06,330,330,5.6,9.3,245.5,254.37,236.64,252.9,9.71,9.7,1.09,1.12,1.05,1.11,11.23,9.1
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-01-01,2022,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,273,222,329,275,244.45,273,233.75,273,48.57,8.9,237.94,248.08,222.24,222.24,9.07,9.1,329.92,342.91,316.93,329,3.62,9.3,254.39,275,245.49,275,17.86,9.7,1.12,1.15,1.08,1.15,17.15,9.1
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-02-01,2022,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,280,,337,,270.3,281.91,258.68,280,52.38,8.8,220.25,244.86,209.61,244.86,20.18,9,328.99,337.42,320.57,337,6.14,9.1,277.2,297.53,263.94,297.53,27.51,9.7,1.16,1.21,1.12,1.21,23.56,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-03-01,2022,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,290,246,,,278.38,290.36,266.39,290,31.82,8.7,248.58,263.77,233.4,246,16.14,9,337.03,344.14,329.93,337.19,3.75,9.2,301.95,317.46,277.64,277.64,17.52,9.4,1.23,1.27,1.19,1.2,15.89,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-04-01,2022,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,308,268,,,288.54,308,276.07,308,35.38,8.7,248.25,268,238.7,268,21.44,9,337.19,342.3,325.82,325.82,0.25,9.4,277.59,326.54,261.95,326.54,34.27,9.1,1.2,1.28,1.16,1.28,20.86,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-05-01,2022,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,304,,,305.9,319.1,292.69,314.73,39.88,8.6,271.07,304,257.2,304,32.17,8.8,325.78,332.33,319.23,319.81,-1.6,9.4,321.53,350.91,292.16,327.75,32.13,8.8,1.31,1.35,1.27,1.32,23.17,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-06-01,2022,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,315,320,450,313.36,341.45,299.78,341.45,46.33,8.6,314.58,334.78,294.38,315,38.97,8.8,319.79,325.24,314.33,320,-1.54,9.4,336.45,373.59,313.24,373.59,37.12,8.9,1.33,1.41,1.29,1.41,27.67,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-07-01,2022,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,375,,,,338.59,375,324.03,375,55.98,8.6,317.2,342.41,304.98,342.41,49.67,9,320,353.33,315.81,353.33,3.92,9.4,371.73,417.42,343.56,417.42,65.67,8.7,1.44,1.56,1.4,1.56,40.24,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-08-01,2022,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,375,,370.89,386.53,355.24,370.68,50.74,8.6,348.8,403.66,331.1,403.66,75.5,9,353.48,375,335.54,375,8.7,9.2,422.76,456.35,389.16,434.96,76.77,8.6,1.6,1.66,1.56,1.66,48.49,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-09-01,2022,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,375,475,,,369.48,385.08,353.87,375,43.36,8.6,418.63,475,386.53,475,106.52,9.2,375.09,391.37,358.82,377.07,-4.54,9.2,436.63,464.79,408.47,436.75,76.7,8.5,1.68,1.74,1.64,1.74,46.75,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-10-01,2022,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,475,394,,374.19,390.12,358.26,380.54,46.5,8.6,494.27,529.05,459.49,475,107.45,9.2,377.08,394,366.5,394,5.07,9.4,428.53,457.98,405.76,457.98,91.11,8.5,1.76,1.81,1.72,1.79,54.76,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-11-01,2022,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,390,,379.79,396.08,358.08,358.08,56.37,8.6,476.71,497.22,434.35,434.35,92.19,9,394.07,405.32,382.81,390,10.72,9.2,449.6,473.67,425.54,440.1,78.39,8.6,1.8,1.85,1.7,1.7,53.95,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2022-12-01,2022,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,410,363,,359.48,374.83,343.62,343.62,40.25,8.5,425.91,449.65,402.17,410,73.73,8.7,389.99,397.75,363,363,10,9.2,436.25,455.86,416.63,417.81,65.21,8.6,1.67,1.72,1.6,1.6,44.23,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2023-01-01,2023,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,350,400,363,378,345.23,360.01,330.45,350,28.21,8.5,404.71,421.73,387.69,400,79.99,8.7,362.9,375.95,349.85,363,10.33,9.2,406.66,424.39,378,378,37.45,8.6,1.58,1.62,1.54,1.56,35.64,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2023-02-01,2023,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,350,393,363,,350.11,365.29,334.93,350,25,8.6,397.63,412.85,382.41,393,60.5,8.8,363,371.55,354.45,363,7.72,9.4,367.52,393.59,349.52,393.59,32.29,8.6,1.55,1.59,1.51,1.57,29.34,8.8
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2023-03-01,2023,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,285,400,400,,350.03,365.34,334.71,336.44,16.01,8.6,391.55,406.47,376.64,400,62.6,8.8,363,400,357.01,400,18.63,9.4,385.99,406.96,366.14,406.96,46.58,8.9,1.57,1.61,1.53,1.61,34.11,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2023-04-01,2023,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,400,394,425,337.48,352.28,320.17,320.17,3.95,8.7,401.14,416.65,385.62,400,49.25,8.7,400.16,420.2,380.12,394,20.92,9.4,410.8,430.44,391.15,425,30.15,9.1,1.63,1.67,1.58,1.61,25.3,8.9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2023-05-01,2023,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,306,384,394,,321.77,335.88,306,306,-2.77,8.8,400.47,415.54,384,384,26.32,8.9,393.98,406.89,381.07,394,23.2,9.4,425.92,444.41,407.43,408.24,24.56,9.4,1.61,1.65,1.56,1.56,17.84,9
SEN,Senegal,Kaolack,Kaolack,Kaolack,14.16,-16.07,gid_141600000-160700000,2023-06-01,2023,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,361,400,400,307.66,321.17,294.14,303.61,-11.08,8.8,380.62,396.67,361,361,14.6,8.9,394,402.55,385.45,400,25,9.4,405.17,422.21,388.13,400,7.07,9.4,1.55,1.59,1.5,1.53,8.49,9
