ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,millet,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-01-01,2007,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,212.5,200,225,195,212.5,220.38,204.81,212.5,,10,200,206.07,193.94,200,,10,224.97,228.89,220.83,225,,10,195,202.78,187.28,195,,10,0.87,0.89,0.85,0.87,,10
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-02-01,2007,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,225,,212.6,220.38,200,200,,9.7,200,206.07,193.94,200,,10,224.9,228.93,220.86,225,,10,195.03,202.78,187.28,195,,10,0.87,0.89,0.85,0.86,,9.7
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-03-01,2007,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,212.5,212.5,257.5,195,198.91,212.5,189.01,212.5,,9.8,200,212.5,193.87,212.5,,10,225.36,257.5,222.31,257.5,,10,194.98,202.35,187.61,195,,10,0.85,0.92,0.83,0.92,,9.7
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-04-01,2007,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,213.48,224.74,202.23,209.42,,9.2,212.57,219.11,204.67,204.67,,9.5,255.03,267.94,238.79,238.79,,9.5,195.01,202.01,188,195.21,,9.2,0.93,0.97,0.89,0.89,,9.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-05-01,2007,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225,,225,,209.36,219.08,201.38,219.08,,9.1,204.65,211,198.29,202.22,,9.6,235.07,245.87,224.27,225,,9.2,195.21,201.88,188.54,196.06,,9.3,0.88,0.91,0.85,0.88,,9.1
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-06-01,2007,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,250,,220.02,229.86,200,200,,9.1,202.2,208.51,195.89,200,,9.7,233.87,250,225.37,250,,9.3,196.08,202.45,189.71,195.84,,9.4,0.88,0.9,0.86,0.88,,9.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-07-01,2007,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,,193.33,198.55,211.19,185.92,200,,9.1,199.98,206.27,193.7,200,,9.8,247.68,257.83,237.54,245.78,,9.4,195.83,201.88,189.77,193.33,,9.1,0.88,0.9,0.86,0.88,,9.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-08-01,2007,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,250,,199.66,207.04,192.29,200,,9.2,200,206.32,193.67,200,,9.8,238.28,250,230.84,250,,9.5,193.27,198.92,187.62,190.29,,9.2,0.88,0.9,0.86,0.88,,9.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-09-01,2007,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,,187.5,199.93,207.23,192.63,200,,9.2,200,206.37,193.63,200,,9.8,254.97,262.43,247.52,248.62,,9.5,190.23,195.47,185,187.5,,9,0.88,0.9,0.86,0.87,,9.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-10-01,2007,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,250,190,199.99,207.29,192.69,194.4,,9.1,200,206.41,193.59,200,,9.6,247.85,253.95,241.75,250,,9.4,187.45,192.31,182.59,190,,9.1,0.87,0.89,0.85,0.87,,9.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-11-01,2007,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,200,,190,193.89,201.61,186.16,188.95,,9.1,200,206.45,193.55,200,,9.4,250.75,256.61,246.07,256.61,,9.4,190.1,194.74,185.46,190,,8.9,0.87,0.89,0.85,0.87,,9.1
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2007-12-01,2007,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,188.33,195.74,180.93,189.34,,8.9,200,206.49,193.51,200,,9.3,255.63,266.69,251.24,266.69,,9.3,189.95,194.36,185.54,193.89,,8.8,0.87,0.89,0.85,0.89,,9
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-01-01,2008,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,200,,200,189.23,196.16,182.3,193.59,-8.9,8.8,200,206.53,193.47,200,0,9,264.73,277.25,258.9,277.25,23.22,9.3,194.03,200,189.87,200,2.56,8.6,0.89,0.91,0.87,0.91,4.6,8.9
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-02-01,2008,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,275,,193.97,201.47,186.48,200,0,8.8,200,206.57,193.43,200,0,9,275.65,282.65,268.65,275,22.22,9.3,200.1,203.88,196.32,197.83,1.45,8.6,0.92,0.94,0.89,0.91,6.44,8.9
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-03-01,2008,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,,,200,200.72,208.82,192.62,200,-5.88,8.6,200,208.35,193.39,208.35,-1.95,9,275.27,305.54,270.07,305.54,18.66,9.1,197.71,201.22,194.2,200,2.56,8.4,0.91,0.96,0.89,0.96,4.15,8.8
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-04-01,2008,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,200.18,207.49,192.88,200,-4.5,8.6,208.39,222.11,201.47,222.11,8.52,9,305.42,325.62,291.01,325.62,36.36,9.1,200.13,203.46,196.35,196.35,0.58,8.4,0.96,0.99,0.94,0.99,11.32,8.8
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-05-01,2008,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,200.04,207.34,192.75,200,-8.71,8.5,222.19,229.61,214.78,224.47,11.01,8.7,317.04,342.38,302.64,342.38,52.17,9.1,196.17,199.14,192.21,192.21,-1.96,8.2,1,1.02,0.97,1,13.86,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-06-01,2008,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,,375,187.5,200.01,207.3,192.71,200,0,8.5,224.5,232.04,215.79,215.79,7.9,8.7,343.38,375,327.73,375,50,8.9,192.19,194.77,187.5,187.5,-4.26,8.2,1.01,1.03,0.99,1.02,15.66,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-07-01,2008,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,,400,,200.01,207.31,192.72,200,0,8.4,215.76,226.42,208.47,226.42,13.21,8.7,373.65,400,354.63,400,62.75,8.8,187.38,200.73,185.27,200.73,3.83,8.3,1.03,1.07,1,1.07,22.41,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-08-01,2008,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,350,,200.01,207.31,192.72,200,0,8.4,226.47,234.16,200,200,0,8.7,394.93,413.86,350,350,40,8.8,201.21,204.07,190.68,190.68,0.21,8.3,1.09,1.12,0.98,0.98,11.95,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-09-01,2008,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,200,375,,200.01,207.31,173.48,173.48,-13.26,8.4,199.89,206.71,193.07,200,0,8.5,355.5,375,336.28,375,50.83,8.8,190.15,193.75,186.33,186.33,-0.63,8.4,0.97,1.02,0.92,0.98,11.8,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-10-01,2008,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,171.31,185.75,156.86,183.72,-5.49,8.2,199.98,226.34,193.11,226.34,13.17,8.4,385.67,424.8,368.17,424.8,69.92,8.7,186.49,189.96,183.02,186.44,-1.87,8.2,0.97,1.07,0.94,1.07,22.4,8.5
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-11-01,2008,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,184.21,194.25,162.56,162.56,-13.97,8.1,226.49,234.27,215.64,215.64,7.82,8.3,406.77,428.66,384.89,418.93,63.25,8.6,186.36,189.66,178.12,178.12,-6.25,8.1,1.09,1.14,1.02,1.02,16.72,8.4
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2008-12-01,2008,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,160.89,173.22,148.55,155.99,-17.61,8.1,215.62,223.09,207.89,207.89,3.94,8.3,414.36,431.1,397.62,415.98,55.98,8.6,177.93,181.53,160.08,160.08,-17.44,8.1,1.01,1.06,0.97,0.98,10.59,8.4
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-01-01,2009,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,155.02,178.2,148.7,178.2,-7.95,7.9,207.84,215.08,200.16,200.16,0.08,8.2,426.87,439.24,395.44,395.44,42.63,8.4,159.7,179.16,154.65,179.16,-10.42,8,0.97,1,0.95,1,9.43,8.3
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-02-01,2009,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,190,,180,180.34,200,164.04,200,0,7.9,200.11,207.12,190,190,-5,8.2,397.68,412.71,382.65,384.77,39.92,8.4,180,187.66,172.35,180,-9.01,7.9,1,1.02,0.97,1,9.39,8.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-03-01,2009,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,205,395,,202.88,217.36,188.41,200,0,8,189.94,205,183.26,205,-1.61,8.3,388.44,400.46,376.42,381.71,24.93,8.5,179.56,205.79,172.24,205.79,2.89,8.1,1,1.04,0.98,1.04,8.6,8.3
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-04-01,2009,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,225,325,225,200.68,208.2,193.15,200,0,8.3,205.07,225,197.83,225,1.3,8.6,380.49,389.79,356.71,356.71,9.55,8.8,206.91,225,195.98,225,14.59,8.4,1.05,1.08,1.02,1.05,6.64,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-05-01,2009,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,325,225,200.14,207.45,192.83,201.68,0.84,8.4,225.13,233.11,212,212,-5.56,8.7,357.18,368.35,333.95,333.95,-2.46,8.8,224.92,237.32,212.52,225,17.06,8.6,1.06,1.08,1.02,1.02,1.41,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-06-01,2009,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,218.75,325,,201.87,209.28,194.46,200,0,8.4,211.97,219.53,204.41,218.75,1.37,8.7,339.1,350.92,325,325,-13.33,8.9,225.04,236.83,199.27,199.27,6.28,8.6,1.01,1.04,0.98,0.99,-3.61,8.7
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-07-01,2009,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,212.5,212.5,310,,199.89,212.5,192.52,212.5,6.25,8.5,218.78,226.62,210.94,212.5,-6.15,8.7,325.72,335.96,310,310,-22.5,9.1,198.6,210.05,187.14,190.97,-4.86,8.6,0.98,1,0.95,0.97,-9.85,8.7
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-08-01,2009,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,190,,,213.73,224.56,200,200,0,8.4,212.47,220.13,190,190,-5,8.7,308.83,328.05,299.32,328.05,-6.27,9,191.1,201.7,180.5,182.68,-4.2,8.4,0.96,0.99,0.94,0.94,-4.25,8.7
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-09-01,2009,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,180,350,,199.16,209.48,188.83,200,15.29,8.5,189.89,196.76,180,180,-10,8.9,327.17,350,315.97,350,-6.67,9.1,182.38,192.24,172.53,178.61,-4.14,8.5,0.94,0.96,0.91,0.95,-2.8,8.7
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-10-01,2009,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,199.81,207.14,192.48,206.94,12.64,8.5,179.93,192.97,173.39,192.97,-14.74,8.9,341.29,354.64,303.4,303.4,-28.58,9.1,178.66,187.87,169.45,182.91,-1.89,8.5,0.95,0.97,0.93,0.93,-13.23,8.7
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-11-01,2009,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,225,200,,,207.57,225,198.95,225,38.41,8.6,193.03,200.07,185.98,200,-7.25,9.2,305.59,319.81,262.84,262.84,-37.26,9.2,183.01,203.92,173.98,203.92,14.49,8.5,0.92,0.95,0.9,0.93,-8.56,8.8
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2009-12-01,2009,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,227.02,240.5,201.05,201.05,28.88,8.6,200.05,207.38,192.72,194.56,-6.41,9.2,274.43,290.53,258.33,286.94,-31.02,9.2,204.53,215.75,179.47,179.47,12.11,8.5,0.93,0.95,0.9,0.9,-8.29,8.8
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-01-01,2010,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,180,180,,175,199.45,214.47,180,180,1.01,8.8,194.55,201.72,180,180,-10.07,9.4,285.23,299.41,271.06,277.22,-29.9,9.4,178.55,189.44,167.66,175,-2.32,8.6,0.9,0.92,0.85,0.85,-14.77,9
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-02-01,2010,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,225,240,225,177.88,204.04,166.03,204.04,2.02,8.8,179.93,192.65,173.27,192.65,1.39,9.2,267.07,277.71,240,240,-37.63,9.4,175.37,225,165.23,225,25,8.8,0.84,0.9,0.81,0.9,-9.75,9
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-03-01,2010,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,206.05,224.37,187.72,212.84,6.42,8.6,192.7,199.86,185.54,195.2,-4.78,9,247.17,257.56,236.78,247.13,-35.26,9.2,226.12,243.28,186.03,186.03,-9.6,8.5,0.91,0.95,0.87,0.88,-15.25,8.8
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-04-01,2010,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,214.21,223.02,205.39,216.93,8.47,8.4,195.22,202.51,187.93,198.31,-11.86,8.7,250.75,258.69,242.81,245.99,-31.04,9,184.59,200.43,168.75,188.58,-16.19,8.3,0.88,0.9,0.85,0.89,-15.59,8.6
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-05-01,2010,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,217.66,225.73,209.58,217.66,7.92,8.2,198.33,205.77,190.89,202.07,-4.68,8.6,239.54,255.42,233.34,255.42,-23.51,9,189.46,204.76,174.15,193.95,-13.8,8.1,0.89,0.91,0.87,0.91,-10.64,8.5
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-06-01,2010,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,217.9,225.84,209.96,214.18,7.09,8,202.1,209.71,194.48,209.24,-4.35,8.3,255.49,273.11,247.21,273.11,-15.97,8.8,193.61,208.63,178.6,199.01,-0.13,7.8,0.91,0.94,0.89,0.94,-5.03,8.3
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-07-01,2010,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,,290,200,213.91,221.99,200,200,-5.88,8,209.29,217.2,201.37,209.28,-1.51,8.3,269.59,290,259.45,290,-6.45,8.6,199.35,214.07,184.63,200,4.73,7.8,0.94,0.97,0.92,0.94,-2.88,8.3
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-08-01,2010,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,200,200,300,200,198.69,209.03,188.35,200,0,8.1,209.29,217.25,200,200,5.26,8.4,286.73,300,274.79,300,-8.55,8.7,199.84,213.91,185.77,200,9.48,8,0.94,0.96,0.92,0.94,-0.08,8.4
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-09-01,2010,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,199.7,207.05,184.46,184.46,-7.77,7.9,199.96,207.59,192.32,198.59,10.33,8,299.65,310.4,288.79,288.79,-17.49,8.5,200.09,213.47,169.85,169.85,-4.91,7.8,0.94,0.96,0.88,0.88,-7.37,8.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-10-01,2010,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,125,,,135,183.04,193.44,171.83,171.83,-16.97,8.1,198.58,206.19,190.62,190.62,-1.22,8.3,291.47,300.28,273.15,273.15,-9.97,8.6,169.07,181.64,135,135,-26.19,7.9,0.87,0.9,0.81,0.81,-13.05,8.3
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-11-01,2010,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,170.4,179.02,161.27,161.27,-28.33,7.9,190.58,197.92,183.24,186.1,-6.95,8,278.26,287.68,268.84,283.47,7.85,8.4,134.55,151.64,122.87,151.64,-25.64,7.8,0.79,0.82,0.76,0.82,-12.25,8.2
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2010-12-01,2010,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,145,175,,,160.01,167.64,145,145,-27.88,8.1,186.07,193.27,175,175,-10.06,8.3,283.64,291.8,276.04,291.8,1.7,8.6,152.46,165.82,139.1,151.76,-15.44,7.9,0.82,0.84,0.79,0.8,-11.42,8.3
SEN,Senegal,Tambacounda,Bakel,Bakel,14.9,-12.46,gid_149000000-124600000,2011-01-01,2011,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,145,175,300,150,143.35,152.63,134.07,145,-19.44,8.1,174.94,181.73,168.15,175,-2.78,8.4,286.05,300,279.27,300,8.22,8.6,151.31,164.03,138.59,150,-14.29,8,0.79,0.81,0.77,0.81,-5.2,8.4
