ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,oil,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-01-01,2007,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,1259.19,1359.07,1230.37,1267.53,,7.8,29755.26,30345.72,29426.81,29780.91,,7.1,6531.19,6799.94,6376.94,6553.25,,7,1315.1,1457.42,1273.18,1326.8,,7.6,0.46,0.48,0.46,0.46,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-02-01,2007,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,1303.29,1368.06,1238.52,1285.5,,7.8,29912.02,31375.19,29452.17,31375.19,,7.1,6610.69,6822.91,6398.48,6548.68,,7,1377.45,1763.52,1284.51,1763.52,,7.6,0.47,0.48,0.46,0.48,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-03-01,2007,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,1307.46,1517.45,1246.17,1517.45,,7.8,31682.72,33196.48,30955.45,33196.48,,7.1,6600.92,6793.74,6408.11,6665.06,,7,1895.97,2090.33,1701.61,1719.49,,7.6,0.5,0.51,0.49,0.51,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-04-01,2007,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,1606.91,1701.38,1512.44,1587.58,,7.8,33616.39,34487.63,31264.24,31264.24,,7.1,6672.99,7584.12,6492.35,7584.12,,7,1828.79,2002.35,1655.22,1913.96,,7.6,0.52,0.53,0.5,0.5,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-05-01,2007,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,1653.78,1739.35,1568.22,1638.39,,7.8,31249.42,32322.02,30176.82,31558.32,,7.1,7711.6,8080.59,7342.6,7773.87,,7,1972.68,2140.85,1804.51,2115,,7.6,0.5,0.51,0.49,0.51,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-06-01,2007,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,1674.4,1773.48,1587.73,1773.48,,7.8,31147.13,32685.86,30308.96,32685.86,,7.1,7986.95,8319.52,7654.39,8189.54,,7,2183.71,2353.37,2014.05,2018.39,,7.6,0.51,0.53,0.5,0.53,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-07-01,2007,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,1838.15,2121.56,1745.99,2121.56,,7.8,32613.81,33754.96,31695.85,33754.96,,7.1,8262.69,9384.39,7946.17,9384.39,,7,2057.12,2340.14,1905.84,2340.14,,7.6,0.54,0.56,0.52,0.56,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-08-01,2007,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,2272.73,2408.55,2136.91,2229.57,,7.8,34413.91,35281.33,33546.48,34583.8,,7.1,9542.87,10237.4,9034.92,10237.4,,7,2378.59,2574.53,2182.65,2419.96,,7.6,0.58,0.6,0.57,0.58,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-09-01,2007,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,2336.41,2462.02,2210.81,2399.41,,7.8,34794.65,35495.17,34094.13,35478.29,,7.1,10588.24,11504.88,10051.85,11504.88,,7,2488.44,2868.56,2314.25,2868.56,,7.6,0.6,0.62,0.58,0.62,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-10-01,2007,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,2489.32,2622.17,2356.47,2596.22,,7.8,35223.52,36168.35,34581.32,36168.35,,7.1,11829.47,12443.27,11215.67,11692.37,,7,2983.8,3231.09,2736.52,3067.01,,7.6,0.63,0.64,0.61,0.63,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-11-01,2007,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,2708.74,2846.57,2570.9,2750.7,,7.8,36314.3,36971.4,35657.19,36313.51,,7.1,11837.92,12384.81,11291.02,11966.92,,7,3200.32,3428.86,2971.78,3207.61,,7.6,0.64,0.66,0.63,0.64,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2007-12-01,2007,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,2839.65,2977.95,2701.36,2872.29,,7.8,36509.01,37086.34,35964.6,37086.34,,7.1,11931.73,12425.68,11437.78,12386.95,,7,3294.05,3499.79,3088.32,3335.33,,7.6,0.65,0.66,0.64,0.66,,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-01-01,2008,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,2953.99,3410.55,2816.84,3410.55,169.07,7.8,36883.25,38613.04,36352.47,38613.04,29.66,7.1,12401.27,12876.64,11925.9,12476.14,90.38,7,3372.13,4530.39,3185.59,4530.39,241.45,7.6,0.66,0.7,0.65,0.7,51.64,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-02-01,2008,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,3632.59,4108.4,3423.48,4108.4,219.59,7.8,38642.32,39811.1,37793.73,39811.1,26.89,7.1,12563.32,13501.06,12136.13,13501.06,106.16,7,4723.8,5237.95,4209.65,5083.37,188.25,7.6,0.72,0.74,0.7,0.74,52.55,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-03-01,2008,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4483.8,5331.42,4219.14,5331.42,251.34,7.8,40262.98,41104.35,39421.6,40508.74,22.03,7.1,13646.75,14757.21,13128.27,14757.21,121.41,7,5430.1,5942.61,4917.59,4940.21,187.31,7.6,0.77,0.79,0.75,0.77,52.06,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-04-01,2008,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5897.04,6625.61,5521.61,6625.61,317.34,7.8,40582.1,43925.31,39886.78,43925.31,40.5,7.1,15098.68,15724.75,14472.6,15419.99,103.32,7,5093.71,6862.46,4633.07,6862.46,258.55,7.6,0.79,0.86,0.77,0.86,71.98,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-05-01,2008,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,7402.22,7883.01,6921.44,7832.6,378.07,7.8,43863.78,47245.34,42582.25,47245.34,49.71,7.1,15732.61,20837.48,15144.9,20837.48,168.05,7,7074.83,7923.1,6226.57,7620.39,260.3,7.6,0.89,0.99,0.85,0.99,93.88,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-06-01,2008,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,8615.93,10066.39,8075.83,10066.39,467.61,7.8,47885.34,49537.07,46233.61,47622.72,45.7,7.1,21242.5,29396.18,20172.27,29396.18,258.95,7,8059.63,9588.49,7230.09,9588.49,375.06,7.6,1.05,1.14,1.01,1.14,116.43,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-07-01,2008,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,11199.85,11951.44,10131.96,10131.96,377.57,7.8,48093.4,50484.71,46815.32,50484.71,49.56,7.1,30472.54,34108.58,28727.18,34108.58,263.46,7,10235.65,11751.15,9086.32,11751.15,402.16,7.6,1.2,1.26,1.16,1.26,123.68,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-08-01,2008,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,10617.39,11358.66,9644.58,9644.58,332.58,7.8,50136.19,51580.57,48691.8,49937.19,44.39,7.1,35479.96,37587.01,33372.91,37318.77,264.53,7,12667.32,14053.65,10803.13,10803.13,346.42,7.6,1.3,1.34,1.26,1.27,117.71,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-09-01,2008,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,9659.81,10363.35,8671.98,8671.98,261.42,7.8,49582.38,50694.36,48470.4,49385.92,39.2,7.1,38316.55,40412.67,35230.16,35230.16,206.22,7,11197.41,12458.61,9936.2,10549.79,267.77,7.6,1.29,1.33,1.23,1.23,98.73,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-10-01,2008,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,8424.17,9057.03,7491.3,7491.3,188.55,7.8,49292.17,50173.25,48034.06,48034.06,32.81,7.1,35123.17,37064.57,31210.94,31210.94,166.93,7,10311.9,11382.46,9241.34,9618.32,213.61,7.6,1.2,1.24,1.14,1.14,80.02,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-11-01,2008,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,7083.29,7633.42,6533.16,7018.22,155.14,7.8,47191.86,48045.55,46338.17,47027.76,29.5,7.1,30125.01,31961.19,28288.82,29087.34,143.06,7,9196.07,10059.96,8332.18,8429.58,162.8,7.6,1.08,1.12,1.05,1.08,68.81,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2008-12-01,2008,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,6735.38,7214.09,6256.68,6492.01,126.02,7.8,46242.64,46938.11,45547.17,45628.73,23.03,7.1,28126.52,29645.59,26607.45,27097.95,118.76,7,7957.07,8652.06,7262.08,7591.29,127.6,7.6,1.05,1.07,1.02,1.03,55.91,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-01-01,2009,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,6241.88,6668.57,5512.27,5512.27,61.62,7.8,45303.51,45930.99,44676.02,44850.49,16.15,7.1,26742.39,28014.49,25470.29,26108.19,109.26,7,7112.96,7663.48,6562.44,6811.65,50.35,7.6,1.01,1.03,0.98,0.98,41.08,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-02-01,2009,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5178.2,5555.74,4800.66,4818.03,17.27,7.8,44461.34,45032.25,43890.42,44004.72,10.53,7.1,25949.32,27043.1,21543.13,21543.13,59.57,7,6410.11,6848.17,5972.05,6663.82,31.09,7.6,0.96,0.98,0.91,0.91,23.24,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-03-01,2009,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4512.89,4826.71,4199.07,4751.56,-10.88,7.8,43468.65,44003.81,42024.25,42024.25,3.74,7.1,21117.14,22325.47,19908.8,20439.22,38.5,7,6372.93,6756.94,5682.2,5682.2,15.02,7.6,0.87,0.9,0.85,0.86,11.23,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-04-01,2009,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4613.69,4973.31,4314.44,4973.31,-24.94,7.8,41610.55,42321.92,40899.19,41516.62,-5.48,7.1,19847.81,20866.91,18815.41,18815.41,22.02,7,5434.2,5798.33,5070.06,5393.66,-21.4,7.6,0.83,0.85,0.82,0.84,-2.93,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-05-01,2009,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4988.82,5299.42,4678.23,5039.86,-35.66,7.8,41159.36,41748.79,40192.49,40192.49,-14.93,7.1,18529.23,19401.29,17657.18,19165.04,-8.03,7,5137.02,5437.65,4732.92,4732.92,-37.89,7.6,0.82,0.84,0.81,0.82,-17.24,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-06-01,2009,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5070.45,5364.37,4776.53,5043.42,-49.9,7.8,39828.69,40445.63,39211.74,40414.11,-15.14,7.1,19151.37,19957.59,18345.15,19075.17,-35.11,7,4513.13,4815.38,4244.89,4815.38,-49.78,7.6,0.81,0.82,0.8,0.82,-28.27,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-07-01,2009,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5054.05,5334.32,4773.78,4904.7,-51.59,7.8,40321.62,40899.83,39743.41,40192.17,-20.39,7.1,19223.1,19933.72,18512.48,19786.14,-41.99,7,4663.67,4930.19,4397.14,4520.08,-61.54,7.6,0.82,0.83,0.8,0.82,-34.82,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-08-01,2009,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4870.35,5130.88,4576.91,4576.91,-52.54,7.8,40175.9,40680.04,39671.77,39927.4,-20.04,7.1,19929.16,20824.62,19247.2,20824.62,-44.2,7,4436.46,4662.32,4005.54,4005.54,-62.92,7.6,0.82,0.83,0.81,0.82,-35.62,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-09-01,2009,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4469.36,4709.86,4228.87,4472.11,-48.43,7.8,39875.6,40340.32,39410.87,39762.15,-19.49,7.1,21055.42,21761.96,19183.48,19183.48,-45.55,7,3883.41,4201.73,3653.7,4201.73,-60.17,7.6,0.82,0.83,0.8,0.8,-34.88,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-10-01,2009,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4397.83,4617.22,4178.44,4611.37,-38.44,7.8,39607.66,40262.63,39174.06,40262.63,-16.18,7.1,19159.37,20254.47,18371.84,20254.47,-35.1,7,4104.5,4482.71,3858,4482.71,-53.39,7.6,0.79,0.82,0.77,0.82,-27.76,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-11-01,2009,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4625.46,4848.48,4402.44,4483.31,-36.12,7.8,40277.95,40770.06,39785.84,40717.24,-13.42,7.1,20053.94,20879.4,19236.75,20879.4,-28.22,7,4527.41,4804.05,4250.78,4567.9,-45.81,7.6,0.82,0.84,0.8,0.83,-22.84,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2009-12-01,2009,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4454.55,4660.39,4248.72,4263.37,-34.33,7.8,40900.66,42270.3,40413.32,42270.3,-7.36,7.1,21107.63,21899.14,20316.12,21855.9,-19.34,7,4658.13,5158.46,4412.07,5158.46,-32.05,7.6,0.85,0.87,0.83,0.87,-15.28,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-01-01,2010,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4185.54,5094.38,3994.22,5094.38,-7.58,7.8,42510.77,43233.23,40765.5,40765.5,-9.11,7.1,22225.66,23002.21,17720.08,17720.08,-32.13,7,5296.06,5622.09,4970.03,5386.14,-20.93,7.6,0.88,0.9,0.82,0.82,-17.19,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-02-01,2010,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5352.78,5707.74,4997.83,5401.71,12.11,7.8,40688.92,41563.44,39814.39,40739.57,-7.42,7.1,17492.64,18530.25,16455.03,17530.53,-18.63,7,5561.57,5859.75,5263.39,5518.97,-17.18,7.6,0.8,0.83,0.77,0.82,-10.18,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-03-01,2010,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5630.08,5944.68,5211.84,5211.84,9.69,7.8,40454.03,41155.65,39752.42,40862.29,-2.76,7.1,16974.18,17868.29,16080.08,17368.44,-15.02,7,5629.19,5898.31,5360.08,5549.47,-2.34,7.6,0.8,0.83,0.78,0.82,-5.36,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-04-01,2010,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5227.54,5547.2,4907.88,5243.58,5.43,7.8,40681.95,41290.02,40073.87,41117.94,-0.96,7.1,17292.58,18077.47,16507.69,17395.66,-7.55,7,5580.45,5823.43,5337.46,5743.5,6.49,7.6,0.82,0.84,0.8,0.82,-1.69,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-05-01,2010,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5265.93,5560.22,4971.65,5329.94,5.76,7.8,41360.97,41915.86,40806.07,41094.95,2.25,7.1,17579.12,18272.58,16885.65,17874.12,-6.74,7,5767.57,6003.62,5531.51,5683.53,20.09,7.6,0.83,0.85,0.82,0.83,1.23,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-06-01,2010,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5359.72,5647.3,5072.14,5113.87,1.4,7.8,41128.2,41879.4,40625.46,41879.4,3.63,7.1,17980.02,18765.02,17340.29,18765.02,-1.63,7,5695.56,5910.87,5480.25,5868.71,21.87,7.6,0.82,0.85,0.81,0.85,3.29,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-07-01,2010,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,5069.21,5336.51,4801.92,4820.19,-1.72,7.8,41753.8,42309,41198.6,41780.55,3.95,7.1,18929.7,20505.34,18277.47,20505.34,3.63,7,5876.54,6093.01,5350.66,5350.66,18.38,7.6,0.85,0.87,0.83,0.86,4.4,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-08-01,2010,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4712.39,4957.06,4467.73,4535.42,-0.91,7.8,41867.28,42361.5,41373.07,41544.92,4.05,7.1,20899.11,21727.3,19743.68,19743.68,-5.19,7,5292.05,5550.8,5033.31,5098.95,27.3,7.6,0.87,0.89,0.84,0.84,2.29,7.4
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2010-09-01,2010,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Jun 2025,19.85,20.79,0.9,0,,,,,4418.13,4638.73,4197.54,4599.54,2.85,7.8,41589.07,42061.11,40972.11,40972.11,3.04,7.1,19941.53,20726.43,19156.62,19404.22,1.15,7,4965.18,5195.94,4734.41,4880.22,16.15,7.6,0.83,0.85,0.81,0.83,3.31,7.4
